"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"353","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set",NA,"Talyah Nichole","Over all it's lovely thick fabric and fits well. However don't buy the white colour as the bottoms are see-through. I have gotten lots of use out of the top though which isn't see through at all.","Reviewed in Australia on 9 September 2022","1.0 out of 5 stars","Verified Purchase"
"354","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set",NA,"Julia","Bike pants fitted me really well, top was a bit big but I have a small chest. Overall good, I like the material.","Reviewed in Australia on 16 May 2023","5.0 out of 5 stars","Verified Purchase"
"355","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set",NA,"Julia","Definitely not like pictured or described. They must have changed vendors or something because the quality is so so terrible. There’s no padding, the fit is horrible and unflattering, and the material is very thin. Returned and recommend not buying.","Reviewed in Australia on 20 August 2023","1.0 out of 5 stars","Verified Purchase"
"356","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set",NA,"Iz","Wish I knew it's see through otherwise it's cute","Reviewed in Australia on 2 May 2023","1.0 out of 5 stars","Verified Purchase"
"357","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set",NA,"Caitlin","Not sure if there’s a bad batch of these, as I’ve seen some great reviews and a small minority saying the item is completely different in terms of material shape colour etc, which was the case for me. Immediately sent back because quality was awful! Such a shame I have had items from the same brand which have been great quality so not sure what happened here. Order with caution I suppose","Reviewed in Australia on 22 July 2023","3.0 out of 5 stars","Verified Purchase"
"358","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set",NA,"Olivia","If I Cauld give 0 star rate I would!!!! Waste of money,material is crappy cheap!!!!!! Not like the picture showen,so buyer beware!....I would not recommend buying ever!","Reviewed in Australia on 20 February 2024","4.0 out of 5 stars","Verified Purchase"
"359","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set",NA,"Newreview","Material is so thin you can only use as PJs. Washed it once and the seam completely came undone in the wash","Reviewed in Australia on 15 June 2023","1.0 out of 5 stars","Verified Purchase"
"360","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set",NA,"Lily","Great product","Reviewed in Australia on 18 February 2023","2.0 out of 5 stars","Verified Purchase"
"361","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","love it!!","Talyah Nichole","the fabric is amazing! tucks you in the stomach and it feels like good quality!!","Reviewed in Australia on 9 September 2022","4.3 out of 5 stars","Verified Purchase"
"362","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Lighter colors are see through","Julia","Runs small if you’re curvy and very see through.","Reviewed in Australia on 16 May 2023","5.0 out of 5 stars","Verified Purchase"
"363","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Makes your body look great !",":)","I love this set and brand! It’s really comfortable and make my body look great sucks you in as well.","Reviewed in the United States on 23 May 2022","1.0 out of 5 stars","Verified Purchase"
"364","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Incroyable !","Kay Totten","La matière du tissus c’est de la qualité foncer les filles c’est une pépite ! ✨","Reviewed in the United States on 30 June 2022","5.0 out of 5 stars","Verified Purchase"
"365","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Great color but I couldn’t even put on","Nikita","I wanted to love this. I ordered a medium and would never ordinarily order a large. I couldn’t even get the shorts on a thigh- I have athletic legs but would still say I’m a medium. Even if I was to exchange I think I’d need a XL. I’ll just be returning out of convenience.","Reviewed in the United States on 20 March 2022","2.0 out of 5 stars","Verified Purchase"
"366","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Half satisfied","Nikita","LOVED the top part of this set!  Fits wonderfully and comfortably.  I was hoping the bottoms would be thick enough to hide and underwear line but they aren’t 👎","Reviewed in France on 14 June 2023","5.0 out of 5 stars","Verified Purchase"
"367","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","LIKE BUTTER","Isabelle","i have 3 sets in different colors, and want literally every color to be honest. i would wear this set every day of my life if i could. so comfy, soft, slips right on, love the built in bra, quality of the material, not see through, fits like a GLOVE. i can not say enough about how much i love this set!","Reviewed in the United States on 12 January 2022","5.0 out of 5 stars","Verified Purchase"
"368","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","It a yes for me","Calvin Bessette","It fits great, it has good well made material it is a great buy if you’re looking for something sporty to wear.","Reviewed in the United States on 1 July 2023","5.0 out of 5 stars","Verified Purchase"
"369","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Good","Amazon Customer","I like the way this outfit fits. 4 stars because I chose colour blue and it is not blue - it is green. its nice green so I'm not really complaining.","Reviewed in the United States on 14 July 2023","2.0 out of 5 stars","Verified Purchase"
"370","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Don’t buy","tia bia","Do not buy this, it’s nothing close to work out wear. Material is super cheap & they are clearly out to make money for selling a false product.Size runs small & there is no support in the top. Aswell as one squat and you’ll rip through the seams of the shorts. Save your money do NOT buy this item","Reviewed in the United States on 17 March 2022","3.0 out of 5 stars","Verified Purchase"
"371","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Way Too big","Talyah Nichole","Very disappointed ☹️ nothing as advertised The material is very cheap it looks and feels like i can get it on aliexpress for 3$ I am a size small and still it was too big for me also it’s see through. I don’t recommend at all. It’s a hard pass","Reviewed in Australia on 9 September 2022","4.3 out of 5 stars","Verified Purchase"
"372","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","5’1 & Fit is Good!","Julia","Soo soft, color is beautiful, material is good quality and thick, but not bulky. I’m 5’1, so I was worried about it being too long or too much material, but I think it’s pretty good. I got a MEDIUM, even though I’m 105 lbs, because I don’t like tight clothes, and it’s great.","Reviewed in Australia on 16 May 2023","5.0 out of 5 stars","Verified Purchase"
"373","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Love this outfit","Lisa","I love this set!…. Mostly for the looks, not the fit. I will say, my body is not all the way “proportional” so the top fit just fine, but I needed a bigger bottom. BUT had I sized up, the top would have been loose. So it’s definitely a user error. The bottoms squeeze the hell out of my stomach, so if that’s what’s you’re looking for, it does it! It’s really cute and high waisted. I would definitely recommend it for those with more “proportional” whatever that means, bodies.","Reviewed in Canada on 12 February 2024","1.0 out of 5 stars","Verified Purchase"
"374","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","the shorts are longer than what you think","Jackie Pennoyer","9/10 setshorts are just a tad longer than expected! but the quality is amazing and has a buttery soft fabric","Reviewed in the United States on 14 July 2023","1.0 out of 5 stars","Verified Purchase"
"375","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Comfy & cute","Jackie Pennoyer","Definitely need to get more colors! I’m 5’9, 155pds , 32ddd, & got a size large. Fits comfortably!","Reviewed in the United States on 9 April 2022","5.0 out of 5 stars","Verified Purchase"
"376","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Great set that is super comfortable and great quality","Cydnee","I loved this set. Fits as expected maybe a little tight for a medium but I like it snug. Color quality is great and quality overall is great. Not sheer and the material is strong. It lasts through the washing machine and didn't bleed into other clothes. Smells a little strange when it first comes out of the packaging but goes away after the first wash. Would definitely buy another set!","Reviewed in the United States on 22 June 2022","5.0 out of 5 stars","Verified Purchase"
"377","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","When i tell you , you need this set . Go agead buy","Alli","The media could not be loaded.
                
            
                
            
            
        
    
    
This is my FAVORITE set of all time . It came sooner than expected (love that for us) . Packaging is regular. When i tried it on , I WAS SO IN LOVE. Its like a ribbed material , so i thought wearing it all day it would stretch . It didnt at all ! My butt is bigger than my waist so not many sets hug the waist part but it did for me and stayed ALL day like that","Reviewed in the United States on 9 February 2022","5.0 out of 5 stars","Verified Purchase"
"378","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","More lounge than work out outfit!","Ali Rose","This is not what I was expecting as far as material or fit.Not Lululemon or CRZ Yoga materialI would wear to lounge  and relax around the home.Color and size was ok","Reviewed in the United States on 22 July 2022","5.0 out of 5 stars","Verified Purchase"
"379","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","New fav spring color!","Ali Rose","I am 5’3 115-119 lbs. I bought a size small and it fit perfectly. Comparable to some nicer brands in quality and comfort. I love ribbed biker shorts. These stayed in place on my leg day and are squat proof. Only thing I’d note is the length is a little long for my short legs (I have abnormally shirt legs) but it will not stop me from wearing them. If you are considering buying these but are worried they won’t be nice because of the price, don’t be!","Reviewed in Canada on 9 June 2022","5.0 out of 5 stars","Verified Purchase"
"380","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","So flattering Im so in love with it","Skyla","The material is strong and thick no see through pants! Although the top wasn’t built for jumping jacks I did put a sports bra under and used it for yoga just fine. It’s so flattering I love it and the color was amazing! Ordering more!","Reviewed in Canada on 17 January 2024","5.0 out of 5 stars","Verified Purchase"
"381","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","So flattering","Talyah Nichole","I love this set it’s so flattering! If you have a booty the bottoms may be tight so you may want to size up. My only thing I wasn’t as excited about is the color. It looks more neon orange than I thought but on camera it looks nice. Overall I love it and got more colors cause of it!! 🧡","Reviewed in Australia on 9 September 2022","4.3 out of 5 stars","Verified Purchase"
"382","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Love love love","Julia","So comfy, sexy and fits PERFECT!!!!I’m getting it in more colors, it’s a MUST.","Reviewed in Australia on 16 May 2023","5.0 out of 5 stars","Verified Purchase"
"383","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","NOT LIKE THE PHOTO- DO NOT BUY WARNING","Anjolie","I felt catfished from this product. Online it looks super cute but when I got it in the mail it is such a thin material and nothing like the photo. I am very disappointed in this and I hope I can get a refund. DO NOT make the same mistake, DO NOT order this.","Reviewed in the United States on 15 March 2023","1.0 out of 5 stars","Verified Purchase"
"384","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Cuidado con las ofertas!!!","Anjolie","NO es lo que pedí, quizás por eso estaba con más del 40% de descuento 😒. Pésima calidad, lo usaré únicamente como pijama.","Reviewed in the United States on 14 June 2022","5.0 out of 5 stars","Verified Purchase"
"385","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Crappy","Patricia Domingo","Really bad quality. Cheap fabric, awful fitting.","Reviewed in Canada on 22 June 2022","5.0 out of 5 stars","Verified Purchase"
"386","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Quality","Patricia Domingo","The set had bad material . I was told they would refund me and send me a new set , they never did . Will not be purchasing from them again. Returning now.","Reviewed in Mexico on 16 September 2023","5.0 out of 5 stars","Verified Purchase"
"387","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Super cute and fun to wear.!😍","Reagan","I love love love this two piece I will be buying every color.! Ladies definitely tap in they fit so perfect and tight. It high key  feels like a body shaper as well as an outfit so cute.!!😍😍","Reviewed in Canada on 27 June 2022","5.0 out of 5 stars","Verified Purchase"
"388","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","False advertisement","Reagan","False advertisement don’t believe what is posted. The material is cheap, thin, and course. Very see through and offers no support. Material isn’t like anything from their description. I expected a thick, butt lifting and breast support but it doesn’t do any of that.","Reviewed in the United States on 5 October 2023","1.0 out of 5 stars","Verified Purchase"
"389","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","More neon than the picture","Diana Osuna","So flattering. I love it!! But it’s a little more neon than the picture shows. I want lavender next!","Reviewed in the United States on 15 August 2022","1.0 out of 5 stars","Verified Purchase"
"390","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","It fits perfect Im a curvygirl and the set is a great materialstretch perfect and no transparent","Marisol","","Reviewed in Canada on 19 March 2023","1.0 out of 5 stars","Verified Purchase"
"391","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Poor Quality","Talyah Nichole","The quality is very poor, thin material, see through. Would not recommended","Reviewed in Australia on 9 September 2022","4.3 out of 5 stars","Verified Purchase"
"392","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Impeccable","Julia","Je fais mes séances de sport avec, il taille bien, la couleur est super jolie, le tissu côtelé est très confortable, je suis ravie ! J’avais peur vu la provenance vs. le prix, je ne regrette pas et je pense en prendre un second voire un troisième pour varier les couleurs. Bref, je suis archi fan !","Reviewed in Australia on 16 May 2023","5.0 out of 5 stars","Verified Purchase"
"393","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","This is why women have body dysmorphia","Deanna DiGregorio","Quite literally I am grossly underweight and have a very petite frame. 24” waist. I even bought a size up from what I needed (a medium ) and it’s so tight and uncomfortable and I’m spilling out. I’m so sick of this kind of sizing. There must be a defect because in no world not even Korea am I a large. Also that inseam is NOT 4”, it’s 5”.","Reviewed in Canada on 22 August 2023","1.0 out of 5 stars","Verified Purchase"
"394","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Definitely buying more!!","Karen","Love the fit!! Very tight and holds everything together!!I dislike that the straps kinda fall down when I’m working out.","Reviewed in France on 1 February 2023","2.0 out of 5 stars","Verified Purchase"
"395","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Cute","Walid Mendez","The color so pretty in person it’s a bit see through on bottoms. But overall good","Reviewed in the United States on 15 August 2021","5.0 out of 5 stars","Verified Purchase"
"396","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Fits well","Hailey","Fits good for body got a medium","Reviewed in the United States on 12 July 2021","1.0 out of 5 stars","Verified Purchase"
"397","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Runs small","Hailey","Thick material but sizing was off… runs small","Reviewed in the United States on 20 July 2023","4.0 out of 5 stars","Verified Purchase"
"398","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Did not fit","Adela murillo","It was super cute and loved the color of it but i got my normal size and it was super tight","Reviewed in the United States on 15 November 2022","4.0 out of 5 stars","Verified Purchase"
"399","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Thin","Latisha","I have ordered this exact color and product before and this material is super thin and cheap looking compared to the first two I ordered","Reviewed in the United States on 29 July 2022","4.0 out of 5 stars","Verified Purchase"
"400","OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set","Great Customer Service!","Amazon Customer","I ordered the black set and was more than pleased, so I ordered the blue and beige sets afterwards to have more colours. unfortunately the quality of the beige and blue were less than satisfactory but the seller was more than understanding and provided exceptional customer service! The seller responded back to my inquiry in less than 24 hours and within 48 I received email confirmation of a full refund and was told to keep the items as a gift. Although the item qualify was not was up to my expectations, I would still recommend this seller as my other item was an amazing fit and the customer service was great!","Reviewed in the United States on 1 August 2022","5.0 out of 5 stars","Verified Purchase"
"401","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","These are not it!","A.J. Crowe","These are very high waisted and very short with a mesh lining and feel like wearing a diaper. They are nothing like Lulu's, def not a great dupe as others claimed. Returning asap","Reviewed in Singapore on 5 June 2023","4.3 out of 5 stars","Verified Purchase"
"402","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Awesome and secure- a great dupe!","Sarah S","Detailed review ahead (girl, be ready for a novel)….I have to say first that I am a die hard lululemon fan, but I work as a choreographer every summer for a well respected theatre camp. Last year, all my lululemon running shorts and most of my tanks were on their last leg. I had heard about these online and wanted to give them a try as an alternative for summer camp, as I could spend less and buy more colors to mix and match. WOW! For the money you can’t go wrong.I purchased the white, black, denim blue, and jade green tanks and the matching mesh lined high waist running shorts. I am 5’7 and your typical smedium 32dd. I ordered medium across the board. I rapidly lose weight over the summer due to the heat and the exercise. I feel these will fit me if I fluctuate as low as about 15 pounds lighter.Tanks- These are fantastic. They are not for super high impact, but for lower/ medium impact dance they are great. I can also see myself wearing these all summer as loungewear or with shorts. If I sized down it would’ve given me more cleavage than I wanted.  I may try taking in the liner a bit for more security near the end of summer when I’ve dropped weight. Great lululemon dupe. Comfortable and flattering. The ONLY con I have is that the size varied slightly by color. The black and white fit more snug (which I preferred). The denim blue and Jade green fit a little looser as you can see in the side profile picture of the denim blue set.Shorts- these are great dupes as well! The back pocket completely fits my iPhone XR. The side pocket is super secure and deep. The shorts are slightly longer in the back. The high waist is pretty small and includes about an inch of tighter elastic. I personally like this for camp so my walkie doesn’t pull them down, but if you have more of a square figure it may pay to size up. The tank meets right where these shorts start. My only complaint on these is sometimes the way they lay can look a bit funky in the crotch area, but nothing too major. The colors all looked great. I wore the white with red underwear and it didn’t show through where the mesh liner was.As a set- Black is perfect and what you’d expect. The white is a CRISP white. Like, it made me pull out my teeth whitener white. It’s beautiful, but literally my Snow White OPI nail polish even looked a tad dingy in comparison. The Jade green shorts were a slightly different shade than the tank. It was not enough for my husband to notice without telling him. For some reason it looks a lot different in the photo but they’re more similar in person. The blue is a pretty darn close match. If anything, the band is slightly different due to the different material. It’s not a dealbreaker for me, as I plan to mix and match a lotFinal thoughts- I love them. I sent both my sisters the links to them, I will live in them all summer, and I will be buying more sets in a variety of colors. Lululemon who?","Reviewed in the United States on 28 May 2023","2.0 out of 5 stars","Verified Purchase"
"403","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","I ordered a second pair the first day I wore these!","Sarah S","I bought these shorts for running. I got tired of my bike shorts riding up into unmentionable places while running and hiking! ;)Pros: Super comfortable. 2 pockets that work for keys and phone, the larger back pocket zips to keep your phone snug and safe. On point sizing. Stays exactly where they start, with nice loose legs for freedom of movement. Which brings me to my first con..Cons: Not a huge fan of the mesh attached underwear. Due to that I cut the mesh undies out, and found out that minus them, they do ride up a bit. They still give you decent coverage, but they didn't stay in place as much without them. I had to tug them down a few times over my 3 mile run. So. If you don't like the mesh briefs, just know that cutting them out means they don't stay out the same way. Also, the ruffle below the back waistband is a bit weird. It looks really flattering if you are wearing a crop or belly button length tank. It's not bulky under a longer or looser shirt, but..why? I don't really get the concept. I do miss side pockets a bit in these, but there IS pockets available for the necessities. So that might be picky on my part!Overall? I ordered more the first day I wore them, because they are cute and comfy! I got a ton of compliments and pointed a fellow yoga lover to them because the matching mesh briefs mean all the cheeks and bits stay decent. Even during a handstand! Totally worth the price!","Reviewed in the United States on 23 July 2022","5.0 out of 5 stars","Verified Purchase"
"404","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","The liner is looser and these are SHORT","quickcat","I am 5'2"", 140lbs generally a Large bottom. Got these in Medium Wine Red based on reviews and intending to wear them high waisted. They do feel a bit tight around my waist (34in), and they are SHORT worn like this... I cannot imagine a taller person or long legs!! Worn high-waisted these have about a 2in inseam, and it rolls up sometimes when I've been active a while which is really annoying.The back pocket is roomy for my phone (Samsung s10) to have a snug fit and doesn't feel like it flops around when I'm active. The front pocket is on the left side and suitable for a house key or room card or lip balm or something small.The mesh is light and these are light wicking. The liner is loose.... like quite loose. If I had a Large, I would have been swimming in it. So not great if you don't want to wear undies with these!The fabric is a sporty, lightweight fabric as expected and food for watersport as well as an alternative to swim bottoms. If they get wet (red wine color) it's noticeable from sweat or other liquids. The waist band is a softer stretch fabric and feels nice against the skin and nonchafing.These are very well made and high quality shorts. The color is a true wine red and very pretty.","Reviewed in the United States on 18 June 2022","5.0 out of 5 stars","Verified Purchase"
"405","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Comfortable and durable","Betsy","These are great for working out or loungeing. I like how they fit at the waist, hips, and butt. I think the length and stretch are great. Just what I was looking for.","Reviewed in the United States on 31 December 2023","5.0 out of 5 stars","Verified Purchase"
"406","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Wanted to like these","Betsy","Outside of the waistband, I liked these. Material was nice and the built in underwear were comfy. But the waistband just was overly tight and caused my skin to roll above it. I’m 5’7” and 135lbs","Reviewed in the United States on 15 February 2024","4.0 out of 5 stars","Verified Purchase"
"407","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Love it!!","Allison","I’ve ordered from this brand before and I could not be happier with this shorts. They are extremely flattering and look great with the athletic tank top from this brand I ordered as well. Highly recommend if you’re looking for a good lululemon dupe. It is also true to size.","Reviewed in the United States on 17 February 2024","4.0 out of 5 stars","Verified Purchase"
"408","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","These fit like a glove!","Tasha Novak","I love these running shorts! I actually wear them to soccer and they keep me cool the entire time. They are durable too and nice fabric. They look a lot like speed ups from lulu too so that’s a plus! They are great for the price!","Reviewed in the United States on 16 February 2024","5.0 out of 5 stars","Verified Purchase"
"409","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","A Great LLL Dupe!","Tasha Novak","These are very similar to LLL shorts.  The white is a tad bit see through but they are lined so it isn't a big deal.  they are stretchy, lightweight,  comfortable and a great price.","Reviewed in the United States on 19 January 2024","3.0 out of 5 stars","Verified Purchase"
"410","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","so cute!","Maggie Roquemore","these are really cute for a summer and spring and especially the gym! I love these shorts because they are so comfortable and cute. Must have shorts for sure","Reviewed in the United States on 26 February 2024","3.0 out of 5 stars","Verified Purchase"
"411","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Great shorts","Great shorts","These shorts are amazing, they fit just as the pictures show and they are a good quality. I would like to note they do shrink in the dryer so try to air dry them!","Reviewed in the United States on 15 February 2024","4.3 out of 5 stars","Verified Purchase"
"412","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","The Gym People","Lissa","You can't go wrong with the gym people...All of their products are great. These fit tts and very comfortable.","Reviewed in the United States on 26 February 2024","5.0 out of 5 stars","Verified Purchase"
"413","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Running shorts","shaun s.","Love these running shorts.  They are a great length for running.  I like the lined underwear.  This is good for running.  The one thing that is snug for the small size is the waist band.  It is a little smaller than typical size.  However, it is not  worth going up a size for me.","Reviewed in the United States on 7 January 2024","5.0 out of 5 stars","Verified Purchase"
"414","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Cute","rosanna","These are a great pair of shorts, I can’t wait for summer","Reviewed in the United States on 26 February 2024","4.0 out of 5 stars","Verified Purchase"
"415","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","quality","Jessica Burchfield","they are a bit see through","Reviewed in the United States on 6 February 2024","5.0 out of 5 stars","Verified Purchase"
"416","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Favorite gym shorts!","Janet","I own several colors of these shorts! Favorite gym shorts.. I prefer these over my lululemon and Nike. Im 5’7 and 125lbs (size 25 pants, 4 in lulu, small in Nike)","Reviewed in the United States on 9 February 2024","4.0 out of 5 stars","Verified Purchase"
"417","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","LULU DUPE","Janet","i love my lulu shorts but my bank account does not. these shorts are a great dupe. they are good quality and fit great. the one difference i noticed was the amazon pair have a higher waist band and is a little tighter. sometimes this can be annoying when doing crunches or any workout around the waist but i dont mind them. i think they might even be a little longer in the back which is great. i have multiple colors.","Reviewed in the United States on 11 December 2023","5.0 out of 5 stars","Verified Purchase"
"418","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Great quality","Amy M","Great quality great fit definitely a cheaper lulu option","Reviewed in the United States on 19 February 2024","5.0 out of 5 stars","Verified Purchase"
"419","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Fits great","G Mull","My daughter got these and absolutely loves the fit and fabric of these. They are a great value and will have to get in more colors","Reviewed in the United States on 31 January 2024","4.0 out of 5 stars","Verified Purchase"
"420","THE GYM PEOPLE Womens High Waisted Running Shorts Quick Dry Athletic Workout Shorts with Mesh Liner Zipper Pockets","Wanted to love them","Dtink","I really wanted to love these shorts. The color was exactly as pictured and the waistband is super soft and comfortable. The high waist hit right below my belly button as you can see by the photos. My real only issue was the length of the shorts. For me personally, I would like them just a tad bit longer. They aren’t too short to where you can see my butt or anything, so I alllllmost kept them, but ultimately I did end up returning. If you’re okay with the length then get them!!","Reviewed in the United States on 25 February 2024","5.0 out of 5 stars","Verified Purchase"
