"","title","author","subject","abstract","date"
"113","democratizing the creation of animatable facial avatars","yilin zhu, dalton omens, haodi he, ron fedkiw","graphics","in high-end visual effects pipelines, a customized (and expensive) light stage system is (typically) used to scan an actor in order to acquire both geometry and texture for various expressions. aiming towards democratization, we propose a novel pipeline for obtaining geometry and texture as well as enough expression information to build a customized person-specific animation rig without using a light stage or any other high-end hardware (or manual cleanup). a key novel idea consists of warping real-world images to align with the geometry of a template avatar and subsequently projecting the warped image into the template avatar's texture; importantly, this allows us to leverage baked-in real-world lighting/texture information in order to create surrogate facial features (and bridge the domain gap) for the sake of geometry reconstruction. not only can our method be used to obtain a neutral expression geometry and de-lit texture, but it can also be used to improve avatars after they have been imported into an animation system (noting that such imports tend to be lossy, while also hallucinating various features). since a default animation rig will contain template expressions that do not correctly correspond to those of a particular individual, we use a simon says approach to capture various expressions and build a person-specific animation rig (that moves like they do). our aforementioned warping/projection method has high enough efficacy to reconstruct geometry corresponding to each expressions.",2024-01-29
"114","extending the kinematic theory of rapid movements with new primitives","miguel a. ferrer, moises diaz, jose j. quintana, cristina carmona-duarte","computer vision and pattern recognition","the kinematic theory of rapid movements, and its associated sigma-lognormal, model 2d spatiotemporal trajectories. it is constructed mainly as a temporal overlap of curves between virtual target points. specifically, it uses an arc and a lognormal as primitives for the representation of the trajectory and velocity, respectively. this paper proposes developing this model, in what we call the kinematic theory transform, which establishes a mathematical framework that allows further primitives to be used. mainly, we evaluate euler curves to link virtual target points and gaussian, beta, gamma, double-bounded lognormal, and generalized extreme value functions to model the bell-shaped velocity profile. using these primitives, we report reconstruction results with spatiotemporal trajectories executed by human beings, animals, and anthropomorphic robots.",2024-01-29
"115","refined inverse rigging: a balanced approach to high-fidelity blendshape animation","stevo racković, cláudia soares, dušan jakovetić","graphics","in this paper, we present an advanced approach to solving the inverse rig problem in blendshape animation, using high-quality corrective blendshapes. our algorithm introduces novel enhancements in three key areas: ensuring high data fidelity in reconstructed meshes, achieving greater sparsity in weight distributions, and facilitating smoother frame-to-frame transitions. while the incorporation of corrective terms is a known practice, our method differentiates itself by employing a unique combination of $l_1$ norm regularization for sparsity and a temporal smoothness constraint through roughness penalty, focusing on the sum of second differences in consecutive frame weights. a significant innovation in our approach is the temporal decoupling of blendshapes, which permits simultaneous optimization across entire animation sequences. this feature sets our work apart from existing methods and contributes to a more efficient and effective solution. our algorithm exhibits a marked improvement in maintaining data fidelity and ensuring smooth frame transitions when compared to prior approaches that either lack smoothness regularization or rely solely on linear blendshape models. in addition to superior mesh resemblance and smoothness, our method offers practical benefits, including reduced computational complexity and execution time, achieved through a novel parallelization strategy using clustering methods. our results not only advance the state of the art in terms of fidelity, sparsity, and smoothness in inverse rigging but also introduce significant efficiency improvements. the source code will be made available upon acceptance of the paper.",2024-01-29
"116","computer vision for primate behavior analysis in the wild","richard vogg, timo lüddecke, jonathan henrich, sharmita dey, matthias nuske, valentin hassler, derek murphy, julia fischer, julia ostner, oliver schülke, peter m. kappeler, claudia fichtel, alexander gail, stefan treue, hansjörg scherberger, florentin wörgötter, alexander s. ecker","computer vision and pattern recognition","advances in computer vision as well as increasingly widespread video-based behavioral monitoring have great potential for transforming how we study animal cognition and behavior. however, there is still a fairly large gap between the exciting prospects and what can actually be achieved in practice today, especially in videos from the wild. with this perspective paper, we want to contribute towards closing this gap, by guiding behavioral scientists in what can be expected from current methods and steering computer vision researchers towards problems that are relevant to advance research in animal behavior. we start with a survey of the state-of-the-art methods for computer vision problems that are directly relevant to the video-based study of animal behavior, including object detection, multi-individual tracking, (inter)action recognition and individual identification. we then review methods for effort-efficient learning, which is one of the biggest challenges from a practical perspective. finally, we close with an outlook into the future of the emerging field of computer vision for animal behavior, where we argue that the field should move fast beyond the common frame-by-frame processing and treat video as a first-class citizen.",2024-01-29
"117","curriculum-based reinforcement learning for quadrupedal jumping: a reference-free design","vassil atanassov, jiatao ding, jens kober, ioannis havoutis, cosimo della santina","robotics","deep reinforcement learning (drl) has emerged as a promising solution to mastering explosive and versatile quadrupedal jumping skills. however, current drl-based frameworks usually rely on pre-existing reference trajectories obtained by capturing animal motions or transferring experience from existing controllers. this work aims to prove that learning dynamic jumping is possible without relying on imitating a reference trajectory by leveraging a curriculum design. starting from a vertical in-place jump, we generalize the learned policy to forward and diagonal jumps and, finally, we learn to jump across obstacles. conditioned on the desired landing location, orientation, and obstacle dimensions, the proposed approach yields a wide range of omnidirectional jumping motions in real-world experiments. particularly we achieve a 90cm forward jump, exceeding all previous records for similar robots reported in the existing literature. additionally, the robot can reliably execute continuous jumping on soft grassy grounds, which is especially remarkable as such conditions were not included in the training stage.
a supplementary video can be found on: this https url. the code associated with this work can be found on: this https url.",2024-01-29
"118","diffutoon: high-resolution editable toon shading via diffusion models","zhongjie duan, chengyu wang, cen chen, weining qian, jun huang","computer vision and pattern recognition","toon shading is a type of non-photorealistic rendering task of animation. its primary purpose is to render objects with a flat and stylized appearance. as diffusion models have ascended to the forefront of image synthesis methodologies, this paper delves into an innovative form of toon shading based on diffusion models, aiming to directly render photorealistic videos into anime styles. in video stylization, extant methods encounter persistent challenges, notably in maintaining consistency and achieving high visual quality. in this paper, we model the toon shading problem as four subproblems: stylization, consistency enhancement, structure guidance, and colorization. to address the challenges in video stylization, we propose an effective toon shading approach called \textit{diffutoon}. diffutoon is capable of rendering remarkably detailed, high-resolution, and extended-duration videos in anime style. it can also edit the content according to prompts via an additional branch. the efficacy of diffutoon is evaluated through quantitive metrics and human evaluation. notably, diffutoon surpasses both open-source and closed-source baseline approaches in our experiments. our work is accompanied by the release of both the source code and example videos on github (project page: this https url).",2024-01-29
"119","media2face: co-speech facial animation generation with multi-modality guidance","qingcheng zhao, pengyu long, qixuan zhang, dafei qin, han liang, longwen zhang, yingliang zhang, jingyi yu, lan xu","computer vision and pattern recognition","the synthesis of 3d facial animations from speech has garnered considerable attention. due to the scarcity of high-quality 4d facial data and well-annotated abundant multi-modality labels, previous methods often suffer from limited realism and a lack of lexible conditioning. we address this challenge through a trilogy. we first introduce generalized neural parametric facial asset (gnpfa), an efficient variational auto-encoder mapping facial geometry and images to a highly generalized expression latent space, decoupling expressions and identities. then, we utilize gnpfa to extract high-quality expressions and accurate head poses from a large array of videos. this presents the m2f-d dataset, a large, diverse, and scan-level co-speech 3d facial animation dataset with well-annotated emotional and style labels. finally, we propose media2face, a diffusion model in gnpfa latent space for co-speech facial animation generation, accepting rich multi-modality guidances from audio, text, and image. extensive experiments demonstrate that our model not only achieves high fidelity in facial animation synthesis but also broadens the scope of expressiveness and style adaptability in 3d facial animation.",2024-01-28
"120","an implicit physical face model driven by expression and style","lingchen yang, gaspard zoss, prashanth chandran, paulo gotardo, markus gross, barbara solenthaler, eftychios sifakis, derek bradley","computer vision and pattern recognition","3d facial animation is often produced by manipulating facial deformation models (or rigs), that are traditionally parameterized by expression controls. a key component that is usually overlooked is expression 'style', as in, how a particular expression is performed. although it is common to define a semantic basis of expressions that characters can perform, most characters perform each expression in their own style. to date, style is usually entangled with the expression, and it is not possible to transfer the style of one character to another when considering facial animation. we present a new face model, based on a data-driven implicit neural physics model, that can be driven by both expression and style separately. at the core, we present a framework for learning implicit physics-based actuations for multiple subjects simultaneously, trained on a few arbitrary performance capture sequences from a small set of identities. once trained, our method allows generalized physics-based facial animation for any of the trained identities, extending to unseen performances. furthermore, it grants control over the animation style, enabling style transfer from one character to another or blending styles of different characters. lastly, as a physics-based model, it is capable of synthesizing physical effects, such as collision handling, setting our method apart from conventional approaches.",2024-01-27
"121","gaussian splashing: dynamic fluid synthesis with gaussian splatting","yutao feng, xiang feng, yintong shang, ying jiang, chang yu, zeshun zong, tianjia shao, hongzhi wu, kun zhou, chenfanfu jiang, yin yang","graphics","we demonstrate the feasibility of integrating physics-based animations of solids and fluids with 3d gaussian splatting (3dgs) to create novel effects in virtual scenes reconstructed using 3dgs. leveraging the coherence of the gaussian splatting and position-based dynamics (pbd) in the underlying representation, we manage rendering, view synthesis, and the dynamics of solids and fluids in a cohesive manner. similar to gaussian shader, we enhance each gaussian kernel with an added normal, aligning the kernel's orientation with the surface normal to refine the pbd simulation. this approach effectively eliminates spiky noises that arise from rotational deformation in solids. it also allows us to integrate physically based rendering to augment the dynamic surface reflections on fluids. consequently, our framework is capable of realistically reproducing surface highlights on dynamic fluids and facilitating interactions between scene objects and fluids from new views. for more information, please visit our project page at \url{this https url}.",2024-01-27
"122","scattering compensation through fourier-domain open-channel coupling in two-photon microscopy","daniel zepeda, yucheng li, yi xue","optics","light penetration depth in biological tissue is limited by tissue scattering. there is an urgent need for scattering compensation in vivo focusing and imaging, particularly challenging in photon-starved scenarios, without access to the transmission side of the scattering tissue. here, we introduce a two-photon microscopy system with fourier-domain open-channel coupling for scattering correction (2p-focus). 2p-focus corrects scattering by utilizing the non-linearity of multiple-beam interference and two-photon excitation, eliminating the need for a guide star, iterative optimization, or measuring transmission or reflection matrices. we demonstrate that 2p-focus significantly enhances two-photon fluorescence signals by several tens of folds when focusing through a bone sample, compared to cases without scattering compensation at equivalent excitation power. we also show that 2p-focus can correct scattering over large volumes by imaging neurons and cerebral blood vessels within a 230x230x500 um\textsuperscript{3} volume in the mouse brain in vitro. 2p-focus could serve as a powerful tool for deep tissue imaging in bulky organisms or live animals.",2024-01-26
"123","an innovative in silico model of the oral mucosa reveals the impact of extracellular spaces on chemical permeation through epithelium","sean m. edwards, amy l. harding, joseph a. leedale, steve d. webb, helen e. colley, craig murdoch, rachel n. bearon","tissues and organs","in pharmaceutical therapeutic design or toxicology, accurately predicting the permeation of chemicals through human epithelial tissues is crucial, where permeation is significantly influenced by the tissue's cellular architecture. current mathematical models for multi-layered epithelium such as the oral mucosa only use simplistic 'bricks and mortar' geometries and therefore do not account for the complex cellular architecture of these tissues at the microscale level, such as the extensive plasma membrane convolutions that define the extracellular spaces between cells. chemicals often permeate tissues via this paracellular route, meaning that permeation is underestimated. to address this, measurements of human buccal mucosal tissue were conducted to ascertain the width and tortuosity of extracellular spaces across the epithelium. using mechanistic mathematical modelling, we show that the convoluted geometry of extracellular spaces significantly impacts chemical permeation and that this can be approximated, provided that extracellular tortuosity is accounted for. we next developed an advanced physically-relevant in silico model of oral mucosal chemical permeation using partial differential equations, fitted to chemical permeation in vitro assays on tissue-engineered human oral mucosa. tissue geometries were measured and captured in silico, and permeation examined and predicted for chemicals with different physicochemical properties. the effect of altering the extracellular space to mimic permeation enhancers was also assessed by perturbing the in silico model. this novel in vitro-in silico approach has the potential to expedite pharmaceutical innovation for testing oromucosal chemical permeation, providing a more accurate, physiologically-relevant model which can reduce animal testing with early screening based on chemical properties.",2024-01-26
"124","implicit neural representation for physics-driven actuated soft bodies","lingchen yang, byungsoo kim, gaspard zoss, baran gözcü, markus gross, barbara solenthaler","computer vision and pattern recognition","active soft bodies can affect their shape through an internal actuation mechanism that induces a deformation. similar to recent work, this paper utilizes a differentiable, quasi-static, and physics-based simulation layer to optimize for actuation signals parameterized by neural networks. our key contribution is a general and implicit formulation to control active soft bodies by defining a function that enables a continuous mapping from a spatial point in the material space to the actuation value. this property allows us to capture the signal's dominant frequencies, making the method discretization agnostic and widely applicable. we extend our implicit model to mandible kinematics for the particular case of facial animation and show that we can reliably reproduce facial expressions captured with high-quality capture systems. we apply the method to volumetric soft bodies, human poses, and facial expressions, demonstrating artist-friendly properties, such as simple control over the latent space and resolution invariance at test time.",2024-01-26
"125","active particle models for animal behavior based on effective nonreciprocal forces and potentials","amir haluts, dan gorbonos, nir s. gov","biological physics","modelling animal behavior using active-particle models is a major current challenge. the unique properties of animals mean that such models require the use of new types of effective interactions between the particles, and specifically effective forces that do not obey the usual conservation laws of newtonian mechanics. these include nonreciprocal forces that break conservation of energy and momentum. we demonstrate here two very different animal behavior systems where such nonreciprocal effective forces naturally arise: the first is when animals form contests, as many animals do, such as fighting over some localized resource. the second system is of cohesive swarms, that are maintained by long-range adaptive attraction. these examples show that theoretical modelling in terms of active particles, interacting with effective nonreciprocal forces and potentials, expands the scope of active-particle research as well as helps to explain complex phenomena in animal behaviour.",2024-01-26
"126","personality perception in human videos altered by motion transfer networks","ayda yurtoğlu, sinan sonlu, yalım doğan, uğur güdükbay","computer vision and pattern recognition","the successful portrayal of personality in digital characters improves communication and immersion. current research focuses on expressing personality through modifying animations using heuristic rules or data-driven models. while studies suggest motion style highly influences the apparent personality, the role of appearance can be similarly essential. this work analyzes the influence of movement and appearance on the perceived personality of short videos altered by motion transfer networks. we label the personalities in conference video clips with a user study to determine the samples that best represent the five-factor model's high, neutral, and low traits. we alter these videos using the thin-plate spline motion model, utilizing the selected samples as the source and driving inputs. we follow five different cases to study the influence of motion and appearance on personality perception. our comparative study reveals that motion and appearance influence different factors: motion strongly affects perceived extraversion, and appearance helps convey agreeableness and neuroticism.",2024-01-26
"127","tifu: tri-directional implicit function for high-fidelity 3d character reconstruction","byoungsung lim, seong-whan lee","computer vision and pattern recognition","recent advances in implicit function-based approaches have shown promising results in 3d human reconstruction from a single rgb image. however, these methods are not sufficient to extend to more general cases, often generating dragged or disconnected body parts, particularly for animated characters. we argue that these limitations stem from the use of the existing point-level 3d shape representation, which lacks holistic 3d context understanding. voxel-based reconstruction methods are more suitable for capturing the entire 3d space at once, however, these methods are not practical for high-resolution reconstructions due to their excessive memory usage. to address these challenges, we introduce tri-directional implicit function (tifu), which is a vector-level representation that increases global 3d consistencies while significantly reducing memory usage compared to voxel representations. we also introduce a new algorithm in 3d reconstruction at an arbitrary resolution by aggregating vectors along three orthogonal axes, resolving inherent problems with regressing fixed dimension of vectors. our approach achieves state-of-the-art performances in both our self-curated character dataset and the benchmark 3d human dataset. we provide both quantitative and qualitative analyses to support our findings.",2024-01-25
"128","relative value biases in large language models","william m. hayes, nicolas yax, stefano palminteri","computation and language","studies of reinforcement learning in humans and animals have demonstrated a preference for options that yielded relatively better outcomes in the past, even when those options are associated with lower absolute reward. the present study tested whether large language models would exhibit a similar bias. we had gpt-4-1106-preview (gpt-4 turbo) and llama-2-70b make repeated choices between pairs of options with the goal of maximizing payoffs. a complete record of previous outcomes was included in each prompt. both models exhibited relative value decision biases similar to those observed in humans and animals. making relative comparisons among outcomes more explicit magnified the bias, whereas prompting the models to estimate expected outcomes caused the bias to disappear. these results have implications for the potential mechanisms that contribute to context-dependent choice in human agents.",2024-01-25
"129","a generic model of consciousness","mark j. hadley","neurons and cognition","this is a model of consciousness. the hard problem of consciousness, what it feels like, is answered. the work builds on medical research analyzing the source and mechanisms associated with our feelings. it goes further by describing a generic model with wide applicability. the model is fully consistent with medical pathways in humans, but easily extends to animals and ai. the essence of the model is the interplay between associative memory and physiology. the model is a clear and concrete counterexample to the famous philosophical objections to a scientific explanation.",2024-01-02
"130","model predictive wave disturbance rejection for underwater soft robotic manipulators","kyle l. walker, cosimo della santina, francesco giorgio-serchi","robotics","inspired by the octopus and other animals living in water, soft robots should naturally lend themselves to underwater operations, as supported by encouraging validations in deep water scenarios. this work deals with equipping soft arms with the intelligence necessary to move precisely in wave-dominated environments, such as shallow waters where marine renewable devices are located. this scenario is substantially more challenging than calm deep water since, at low operational depths, hydrodynamic wave disturbances can represent a significant impediment. we propose a control strategy based on nonlinear model predictive control that can account for wave disturbances explicitly, optimising control actions by considering an estimate of oncoming hydrodynamic loads. the proposed strategy is validated through a set of tasks covering set-point regulation, trajectory tracking and mechanical failure compensation, all under a broad range of varying significant wave heights and peak spectral periods. the proposed control methodology displays positional error reductions as large as 84% with respect to a baseline controller, proving the effectiveness of the method. these initial findings present a first step in the development and deployment of soft manipulators for performing tasks in hazardous water environments.",2024-01-24
"131","gtautoact: an automatic datasets generation framework based on game engine redevelopment for action recognition","xingyu song, zhan li, shi chen, kazuyuki demachi","computer vision and pattern recognition","current datasets for action recognition tasks face limitations stemming from traditional collection and generation methods, including the constrained range of action classes, absence of multi-viewpoint recordings, limited diversity, poor video quality, and labor-intensive manually collection. to address these challenges, we introduce gtautoact, a innovative dataset generation framework leveraging game engine technology to facilitate advancements in action recognition. gtautoact excels in automatically creating large-scale, well-annotated datasets with extensive action classes and superior video quality. our framework's distinctive contributions encompass: (1) it innovatively transforms readily available coordinate-based 3d human motion into rotation-orientated representation with enhanced suitability in multiple viewpoints; (2) it employs dynamic segmentation and interpolation of rotation sequences to create smooth and realistic animations of action; (3) it offers extensively customizable animation scenes; (4) it implements an autonomous video capture and processing pipeline, featuring a randomly navigating camera, with auto-trimming and labeling functionalities. experimental results underscore the framework's robustness and highlights its potential to significantly improve action recognition model training.",2024-01-24
"132","common-sense bias discovery and mitigation for classification tasks","miao zhang, zee fryer, ben colman, ali shahriyari, gaurav bharaj","computer vision and pattern recognition","machine learning model bias can arise from dataset composition: sensitive features correlated to the learning target disturb the model decision rule and lead to performance differences along the features. existing de-biasing work captures prominent and delicate image features which are traceable in model latent space, like colors of digits or background of animals. however, using the latent space is not sufficient to understand all dataset feature correlations. in this work, we propose a framework to extract feature clusters in a dataset based on image descriptions, allowing us to capture both subtle and coarse features of the images. the feature co-occurrence pattern is formulated and correlation is measured, utilizing a human-in-the-loop for examination. the analyzed features and correlations are human-interpretable, so we name the method common-sense bias discovery (csbd). having exposed sensitive correlations in a dataset, we demonstrate that downstream model bias can be mitigated by adjusting image sampling weights, without requiring a sensitive group label supervision. experiments show that our method discovers novel biases on multiple classification tasks for two benchmark image datasets, and the intervention outperforms state-of-the-art unsupervised bias mitigation methods.",2024-01-24
"133","environmental impacts, nutritional profiles, and retail prices of commonly sold retail food items in 181 countries: an observational study","elena m. martinez, nicole tichenor blackstone, parke e. wilde, anna w. herforth, william a. masters","general economics","affordability is often seen as a barrier to consuming sustainable diets. this study provides the first worldwide test of how retail food prices relate to empirically estimated environmental impacts and nutritional profile scores between and within food groups. we use prices for 811 retail food items commonly sold in 181 countries during 2011 and 2017, matched to estimated carbon and water footprints and nutritional profiles, to test whether healthier and more environmentally sustainable foods are more expensive between and within food groups. we find that within almost all groups, less expensive items have significantly lower carbon and water footprints. associations are strongest for animal source foods, where each 10% lower price is associated with 20 grams lower co2-equivalent carbon and 5 liters lower water footprint per 100kcal. gradients between price and nutritional profile vary by food group, price range, and nutritional attribute. in contrast, lower-priced items have lower nutritional value in only some groups over some price ranges, and that relationship is sometimes reversed. these findings reveal opportunities to reduce financial and environmental costs of diets, contributing to transitions towards healthier, more environmentally sustainable food systems.",2024-01-24
"134","ready for climate change? the importance of adaptive thermoregulatory flexibility for the malagasy bat species triaenops menamena","sina remmers","quantitative methods","the balance between energy intake and expenditure is essential and crucial for survival for all organisms. the energy management is closely linked to the ecology. thus, changes in environmental conditions can be challenging, especially for the animals physiology. different strategies of thermoregulation have evolved and heterothermy seems to be the most efficient way for saving energy. daily torpor, a temporally controlled reduction of the metabolic rate and body temperature, is one form of heterothermy and recent studies revealed that this physiological strategy is used by many tropical and subtropical species. yet, little is known about torpor in bats and their intraspecific thermoregulatory flexibility. therefore, three populations of the malagasy bat species triaenops menamena were investigated, to examine their metabolic rate, skin temperature and related energy expenditure during normothermic and torpid states in context of different microclimatic conditions. this study exposed significant physiological differences among these three populations along a gradient of fluctuation in environmental conditions. the greater the fluctuations in ambient temperature and humidity, the higher was the general resting metabolic rate and the rate of its reduction, but the lower was the torpid metabolic rate. this species shows a highly adaptive flexibility in their physiology and are able to cope with unfavorable environmental conditions by using different strategies of thermoregulation and hypometabolism, which is beneficial regarding ongoing climatic changes.",2024-01-23
"135","the local limit of rooted directed animals on the square lattice","olivier hénard, édouard maurel-segala, arvind singh","probability","we consider the local limit of finite uniformly distributed directed animals on the square lattice viewed from the root. two constructions of the resulting uniform infinite directed animal are given: one as a heap of dominoes, constructed by letting gravity act on a right-continuous random walk and one as a markov process, obtained by slicing the animal horizontally. we look at geometric properties of this local limit and prove, in particular, that it consists of a single vertex at infinitely many (random) levels. several martingales are found in connection with the confinement of the infinite directed animal on the non-negative coordinates.",2024-01-23
"136","psavatar: a point-based morphable shape model for real-time head avatar animation with 3d gaussian splatting","zhongyuan zhao, zhenyu bao, qing li, guoping qiu, kanglin liu","graphics","despite much progress, achieving real-time high-fidelity head avatar animation is still difficult and existing methods have to trade-off between speed and quality. 3dmm based methods often fail to model non-facial structures such as eyeglasses and hairstyles, while neural implicit models suffer from deformation inflexibility and rendering inefficiency. although 3d gaussian has been demonstrated to possess promising capability for geometry representation and radiance field reconstruction, applying 3d gaussian in head avatar creation remains a major challenge since it is difficult for 3d gaussian to model the head shape variations caused by changing poses and expressions. in this paper, we introduce psavatar, a novel framework for animatable head avatar creation that utilizes discrete geometric primitive to create a parametric morphable shape model and employs 3d gaussian for fine detail representation and high fidelity rendering. the parametric morphable shape model is a point-based morphable shape model (pmsm) which uses points instead of meshes for 3d representation to achieve enhanced representation flexibility. the pmsm first converts the flame mesh to points by sampling on the surfaces as well as off the meshes to enable the reconstruction of not only surface-like structures but also complex geometries such as eyeglasses and hairstyles. by aligning these points with the head shape in an analysis-by-synthesis manner, the pmsm makes it possible to utilize 3d gaussian for fine detail representation and appearance modeling, thus enabling the creation of high-fidelity avatars. we show that psavatar can reconstruct high-fidelity head avatars of a variety of subjects and the avatars can be animated in real-time ($\ge$ 25 fps at a resolution of 512 $\times$ 512 ).",2024-01-23
"137","experience-learning inspired two-step reward method for efficient legged locomotion learning towards natural and robust gaits","yinghui li, jinze wu, xin liu, weizhong guo, yufei xue","robotics","multi-legged robots offer enhanced stability in complex terrains, yet autonomously learning natural and robust motions in such environments remains challenging. drawing inspiration from animals' progressive learning patterns, from simple to complex tasks, we introduce a universal two-stage learning framework with two-step reward setting based on self-acquired experience, which efficiently enables legged robots to incrementally learn natural and robust movements. in the first stage, robots learn through gait-related rewards to track velocity on flat terrain, acquiring natural, robust movements and generating effective motion experience data. in the second stage, mirroring animal learning from existing experiences, robots learn to navigate challenging terrains with natural and robust movements using adversarial imitation learning. to demonstrate our method's efficacy, we trained both quadruped robots and a hexapod robot, and the policy were successfully transferred to a physical quadruped robot go1, which exhibited natural gait patterns and remarkable robustness in various terrains.",2024-01-22
"138","emergent dominance hierarchies in reinforcement learning agents","ram rachum, yonatan nakar, bill tomlinson, nitay alon, reuth mirsky","multiagent systems","modern reinforcement learning (rl) algorithms are able to outperform humans in a wide variety of tasks. multi-agent reinforcement learning (marl) settings present additional challenges, and successful cooperation in mixed-motive groups of agents depends on a delicate balancing act between individual and group objectives. social conventions and norms, often inspired by human institutions, are used as tools for striking this balance.
in this paper, we examine a fundamental, well-studied social convention that underlies cooperation in both animal and human societies: dominance hierarchies.
we adapt the ethological theory of dominance hierarchies to artificial agents, borrowing the established terminology and definitions with as few amendments as possible. we demonstrate that populations of rl agents, operating without explicit programming or intrinsic rewards, can invent, learn, enforce, and transmit a dominance hierarchy to new populations. the dominance hierarchies that emerge have a similar structure to those studied in chickens, mice, fish, and other species.",2024-01-21
"139","close: a 3d clothing segmentation dataset and model","dimitrije antić, garvita tiwari, batuhan ozcomlekci, riccardo marin, gerard pons-moll","computer vision and pattern recognition","3d clothing modeling and datasets play crucial role in the entertainment, animation, and digital fashion industries. existing work often lacks detailed semantic understanding or uses synthetic datasets, lacking realism and personalization. to address this, we first introduce close-d: a novel large-scale dataset containing 3d clothing segmentation of 3167 scans, covering a range of 18 distinct clothing classes. additionally, we propose close-net, the first learning-based 3d clothing segmentation model for fine-grained segmentation from colored point clouds. close-net uses local point features, body-clothing correlation, and a garment-class and point features-based attention module, improving performance over baselines and prior work. the proposed attention module enables our model to learn appearance and geometry-dependent clothing prior from data. we further validate the efficacy of our approach by successfully segmenting publicly available datasets of people in clothing. we also introduce close-t, a 3d interactive tool for refining segmentation labels. combining the tool with close-t in a continual learning setup demonstrates improved generalization on real-world data. dataset, model, and tool can be found at this https url.",2024-01-22
"140","lightweight self-driven deformable organ animations","benjamnin kenwright, kanida sinmai","graphics","the subject of simulating internal organs is a valuable and important topic of research to multiple fields from medical analysis to education and training. this paper presents a solution that utilizes a graphical technique in combination with a stochastic method for tuning an active physics-based model. we generate responsive interactive organ animations with regional properties (i.e., areas of the model oscillating with different harmonic frequencies) to reproduce and capture real-world characteristics. our method builds upon biological and physical discoveries to procedurally generate internally controlled rhythmic motions but also enable the solution to be interactive and adaptive. we briefly review deformation models for medical simulations and investigate the impediments to combining 'computergraphics' representations with biomechanical models. finally, we present a lightweight solution that is scalable and able to procedurally generate large organ animations. in particular, simplified geometric representations of deformable structures that use periodic coupled forces to drive themselves.",2024-01-21
"141","a comprehensive approach to characterize navigation instruments for magnetic guidance in biological systems","peter blümler, fabian raudzus, friederike schmid","biological physics","the non-invasive spatiotemporal control of cellular functions, organization of tissues, and even the behavior of small animals has become paramount for advanced therapies. as magnetic fields do not interact with biological matter, their application is not only suitable for in vitro experiments but also for in vivo applications, even in deep tissues. particularly, the remote manipulation of paramagnetic entities through magnetic instruments has emerged as a promising approach across various biological contexts. despite similarities in basic experimental concepts, variations in the properties and descriptions of those magnetic instruments among the authors and studies resulted in a lack of reproducibility and comparability. therefore, this article addresses the question of how to standardize the characterization of magnetic instruments. our emphasis lies on the ability of magnetic systems to control the movement of paramagnetic objects such as ferro- or superparamagnetic particles, within organisms. this movement is achieved by exerting a force on magnetic particles by exposing them to a locally varying magnetic field. while it is well-known that the exerted force depends on the spatial variation (i.e. the gradient) of the magnetic field, the magnitude of the field is equally important. however, this second factor is often neglected in the literature. therefore, we conduct a comprehensive analysis and discussion of both factors. furthermore, we propose a novel descriptor, termed ""effective gradient"", which combines both dependencies. to illustrate, we characterize different magnet systems by calculating and comparing the different quantities and relating them to two experiments with different superparamagnetic nanoparticles.",2024-01-19
"142","homodyned k-distribution parameter estimation in quantitative ultrasound: autoencoder and bayesian neural network approaches","ali k. z. tehrani, guy cloutier, an tang, ivan m. rosado-mendez, hassan rivaz","signal processing","quantitative ultrasound (qus) analyzes the ultrasound backscattered data to find the properties of scatterers that correlate with the tissue microstructure. statistics of the envelope of the backscattered radiofrequency (rf) data can be utilized to estimate several qus parameters. different distributions have been proposed to model envelope data. the homodyned k-distribution (hk distribution) is one of the most comprehensive distributions that can model ultrasound backscattered envelope data under diverse scattering conditions (varying scatterer number density and coherent scattering). the scatterer clustering parameter (alpha) and the ratio of the coherent to diffuse scattering power (k) are the parameters of this distribution that have been used extensively for tissue characterization in diagnostic ultrasound. the estimation of these two parameters (which we refer to as hk parameters) is done using optimization algorithms in which statistical features such as the envelope point-wise signalto-noise ratio (snr), skewness, kurtosis, and the log-based moments have been utilized as input to such algorithms. the optimization methods minimize the difference between features and their theoretical value from the hk model. we propose that the true value of these statistical features is a hyperplane that covers a small portion of the feature space. in this paper, we follow two approaches to reduce the effect of sample features' error. we propose a model projection neural network based on denoising autoencoders to project the noisy features into this space based on this assumption. we also investigate if the noise distribution can be learned by the deep estimators. we compare the proposed methods with conventional methods using simulations, an experimental phantom, and data from an in vivo animal model of hepatic steatosis. a demo code are available online at this http url",2024-01-19
