"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1819","neleus women's lightweight running shorts workout athletic short for yoga with pocket","best shorts ever","josgre gonzalez","i love that these truly cover the underbutt and stay a great length the pockets are a total bonus and the wide waistband is super comfortable",2024-01-15,5,"verified purchase"
"1820","neleus women's lightweight running shorts workout athletic short for yoga with pocket","the shorts material is not very strong","stephanie bishop","good quality colors are just like the picture fits great but the shorts underneath are not very strong and only have one pocket i had to shorten and sew the fabric between the top and the pocket so my phone isnt sagging down so far it makes the actual shorts lopsided underneath no one can see but id rather have that than my phone bouncing around while im working out",2023-10-26,4,"verified purchase"
"1821","neleus women's lightweight running shorts workout athletic short for yoga with pocket","great product","michelle","really comfortable dont ride up the tie can tie them nice and tight and the pockets and good and deep",2024-01-03,4,"verified purchase"
"1822","neleus women's lightweight running shorts workout athletic short for yoga with pocket","perfect length and fit","rebekah","i was looking for something that i could wear at the gym to feel more modest and comfortable yet still feminine these were perfect i can wear them high waisted and they dont ride up or highlight any areas that should be covered they are breathable and roomy for running squatting and bending while providing coverage",2023-12-15,5,"verified purchase"
"1823","neleus women's lightweight running shorts workout athletic short for yoga with pocket","comfortable fit","cassie","i like the length of these pants  i am an older woman and do not care to wear short shorts",2023-10-18,5,"verified purchase"
"1824","neleus women's lightweight running shorts workout athletic short for yoga with pocket","great for tall people","jess b","i purchased the  inseam shorts im  and its incredibly difficult to find womens workout shorts that arent leggings and have an inseam greater than  but are still shortsi have heat and exercise induced urticaria hives so i cant wear tight fitting clothing such a leggings while exercisingthese shorts are comfortable and breathable with deep pockets and adjustable draw string the length is perfectmy only note about these is the sizing im  lbs i bought a medium and they fit but the waist band was a little snug and i didnt like how the scrunched band felt around my waist for that reason i sized up to a large they have a little too much room in the waist but id much prefer to tie them closed than to feel like they are too tight if you are sensitive to snug clothing you may want to size up for the waistoverall these are my favorite workout shorts the only change i would make to them would be zippered pockets",2023-08-01,4,"verified purchase"
"1825","neleus women's lightweight running shorts workout athletic short for yoga with pocket","love these","shannon satterwhite","i wanted new shorts for the gym and these are perfect i do a lot of lifting and these stretch and allow me to move like i need to they are thick and comfortable as well as stylish i love the pockets",2023-11-29,5,"verified purchase"
"1826","neleus women's lightweight running shorts workout athletic short for yoga with pocket","love them but","nefertiti","i love these so much i ordered a second set i have a total of  pairs and love each of them my only complaint is that the drawstrings are  different lengths m if you order the same size the strings should be the same i one pair it was so short i had to remove the string to put them onotherwise nice quality and they wear well",2023-07-19,5,"verified purchase"
"1827","neleus women's lightweight running shorts workout athletic short for yoga with pocket","fits great and they arrived quickly","lynn m moesch","going to florida and i like that the shorts have pockets",2023-09-21,4,"verified purchase"
"1828","neleus women's lightweight running shorts workout athletic short for yoga with pocket","stretchy","lola","good quality specially if you dont like to wear tight shorts",2023-12-14,4,"verified purchase"
"1829","neleus women's lightweight running shorts workout athletic short for yoga with pocket","ordered multiple sets sent the wrong ones the second time","amazon customer","ive ordered these shorts twice the first time i bought a  pack i absolutely loved them they are stretchy and actually fit my thigh correctly whereas most shorts are too wide in the leg i loved them so much i ordered more in other colors the second time i ordered them i was sent the wrong colors and the wrong size",2023-06-29,5,"verified purchase"
"1830","neleus women's lightweight running shorts workout athletic short for yoga with pocket","okay for the price","jason m dupree","they are good for the price but the shorts ride up and are very thin  wanted them for walking and hiking  will use the for mowingtrue to size",2023-12-08,4,"verified purchase"
"1831","neleus women's lightweight running shorts workout athletic short for yoga with pocket","so comfortable","deb smith","these shorts are exactly what i was looking for  they fit perfectly and have just the right amount of stretch  the length is perfect  i recently had shoulder surgery and broke the opposite wrist while recovering so i needed something easy to pull up and down and these are just right  they are stylish and i will get allot of wear out of them  im glad they came in a three pack",2023-09-01,4,"verified purchase"
"1832","neleus women's lightweight running shorts workout athletic short for yoga with pocket","comfortable fit","anne york","these are some nice roomie shorts with big pockets for my big phone and other things i need in my pockets while i walk the dogs",2023-11-01,5,"verified purchase"
"1833","neleus women's lightweight running shorts workout athletic short for yoga with pocket","buy these","alexis","i love these shorts as most women know other athletic shorts for women are super short and lead to thigh chaffing i got these to see if they would work and they do the length comes down to the middle of my thigh as in no thigh rubbing the waistband fits perfectly and doesnt press hard on my stomach the material feels so soft and high quality but still breathable i am so excited to wear these playing volleyball going for walks and working outif youre looking for a sign to get them get it now",2023-06-01,5,"verified purchase"
"1834","neleus women's lightweight running shorts workout athletic short for yoga with pocket","thick material solid construction","honuhi","these are well constructed using thicker fabrics than any other womens athletic shorts ive owned theyre not very consistent in size and shape though but not too bad for workouts i bought the  inseam st which fit well but were longer than i prefer the same size  inseams are slightly larger and vary slightly in fit and size within the set and from the longer set overall happy with their performance",2023-09-11,5,"verified purchase"
"1835","neleus women's lightweight running shorts workout athletic short for yoga with pocket","nice shorts","kim keller","i bought these shorts to wear in the yard when i garden they wash great and fit true to size the shorts are long and are not binding they have pockets that are deep and hold things without falling out",2023-04-26,3,"verified purchase"
"1836","neleus women's lightweight running shorts workout athletic short for yoga with pocket","nice fabric","five pines","nice shorts  my daughter has long legs so these were too short to wear for school gym but she still likes them a lot  good value",2023-09-25,4,"verified purchase"
"1837","neleus women's lightweight running shorts workout athletic short for yoga with pocket","great for the price","andrie white","i like all  pairs of these shorts they are comfortable and i especially like the pockets they dont rise when i run or walk so thats another plus most of the time when i wear shorts they crawl when i run or walk",2023-08-19,5,"verified purchase"
"1838","neleus women's lightweight running shorts workout athletic short for yoga with pocket","fabulous","jr","i rarely write a review but had to do so with these shorts  ordered them for a beach vacation and wanted something to lounge and exercise in they are light weight big plus for suitcase weight yet have a quality to the fabric  soft  silky to the touch plus i love the style and way they fit i ordered a x and the leg style was straight yet roomy which gives a slimming affect to the body  nice wide waistband which lays comfortably around the waist  will definitely order these again and highly recommend you give them a try",2023-03-27,5,"verified purchase"
"1839","neleus women's lightweight running shorts workout athletic short for yoga with pocket","comfortable lounging shorts","amazon customer","im short and chubby i ordered a womens size large which is my normal size and theyre big on me theyre baggy in the crotch area they fall about an inch below my knees and theres way too much room in the waist however theyre really comfortable and the material is nice i just roll them at the waist and tie them and theyre fine theyre not overly flattering but i just wanted them for lounging around the house so thats not a big deal i plan to order more but i think ill order down a size i see they now also have some with a shorter inseam so i may try those as well because they really are a comfortable material overall i like them and they serve their purpose",2022-03-02,5,"verified purchase"
"1840","neleus women's lightweight running shorts workout athletic short for yoga with pocket","does not look as pictured","tamaralyn","did not look like picture to me skirt was very flarey not tight fitting like pictured",2023-10-12,4,"verified purchase"
"1841","neleus women's lightweight running shorts workout athletic short for yoga with pocket","comfort","karen l brown","comfortable  soft",2023-10-22,4,"verified purchase"
"1842","neleus women's lightweight running shorts workout athletic short for yoga with pocket","great shorts for workouts","darlene douglas","great shorts for workouts love the two pockets i ordered a size up because i like a loose fit for summer in nw florida nice quality for the money",2023-08-16,5,"verified purchase"
"1843","neleus women's lightweight running shorts workout athletic short for yoga with pocket","comfortable","rachel stuart","i bought mine a little larger and they are perfect so comfortable i would buy again",2023-09-13,5,"verified purchase"
"1844","neleus women's lightweight running shorts workout athletic short for yoga with pocket","very comfy","jessica hutchison","these fit nicely and are quite flattering red is certainly red not burgundyish as the pictures seem",2023-04-15,5,"verified purchase"
"1845","neleus women's lightweight running shorts workout athletic short for yoga with pocket","favorites","k davis","these fit great look great buy as a pack to savei wish i had the blue along with the grey black and burgundylove these shorts",2023-08-09,4,"verified purchase"
"1846","neleus women's lightweight running shorts workout athletic short for yoga with pocket","nice but to short","lady bishop","got these to take on a cruise like them a lot but returned because they to short for women my age",2023-02-25,5,"verified purchase"
"1847","neleus women's lightweight running shorts workout athletic short for yoga with pocket","as described","amazon customer","as described  fast shipping  good seller",2023-09-13,4,"verified purchase"
"1848","neleus women's lightweight running shorts workout athletic short for yoga with pocket","comfort and breathable","amazon customer","these shorts are so comfortable and soft also they are very breathable for the hot weather i would definitely recommend these",2023-08-07,5,"verified purchase"
"1849","neleus women's lightweight running shorts workout athletic short for yoga with pocket","gym","emilia","its perfect for lounging or making errands but for us girls with thick thighs its a little bothersome i used these a lot at the gym i enjoy the comfort and stretchiness but hate that it does start riding up half way through a set of whatever exercise im doing or if im on the bike elliptical stair master rowing machine ect itll always ride up so i have to stop and keep readjusting every few secondsi did get what i paid for i suppose",2022-06-25,5,"verified purchase"
"1850","neleus women's lightweight running shorts workout athletic short for yoga with pocket","nice shorts","jp","shorts fit true to size  exactly the stylefit i was look for the one thing i noticed after trying both pair on is that the burgundy pair has the reflective name neleus on the front leg of the shorts but the navy pair has the name on the back of the shorts unlike in the product picture on the amazon pageno need to return but double check your purchase ",2022-07-12,4,"verified purchase"
"1851","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","ultimate comfort and style","melody","i am beyond thrilled with the veriliss pcs seamless outfit workout sets these gym outfits for women are a gamechanger for my fitness routine the seamless design provides ultimate comfort and the attention to detail is impressivewhether im at the gym running or practicing yoga these fitness sports school running clothes offer the perfect blend of functionality and style the material is breathable and the sets are incredibly versatile for various activitiesi appreciate the durability and the chic sportswear look the seamless design ensures a comfortable fit without any irritation making these outfits my goto choice for workouts if youre searching for quality and stylish workout sets veriliss has nailed ithighly recommended for anyone looking to upgrade their fitness wardrobe",2024-01-18,4,"verified purchase"
"1852","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","foncez","melody","matire trs  agrablede bonne qualit avec une bonne lasticit",2024-01-18,5,"verified purchase"
"1853","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","vibrant and great fabric","sy mamouna","the media could not be loaded                                                                                    the quality of this set is very vibrant and made with material that allows the fabric to stretch while holding your body like a glove  the quality of the sports bra is solid and is equipped with padding that can be removed the crisscross feature compliments the back with subtle exposure the pants has accent colors that makes the desired areas flattering to the eye and the waist is builtin tummy control  the jacket is a great accent to accessories the outfit if doing outdoor exercise or running errands  the feel of the material is thick and not see through allowing for a comfortable feel on the skin this is a great set if your a beginner and in need of workouts outfit or just a busy mom that want to look cute and casual doing her day to day activities",2024-01-02,5,"verified purchase"
"1854","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","passt super","nad haywood","sehr schn und angenehm",2024-02-13,5,"verified purchase"
"1855","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","comfortable soft","nad haywood","comfortable soft perfect size",2024-01-06,5,"verified purchase"
"1856","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","bellissimo set sportivo azzurro","fm","set sportivo azzurro comodissimo per correre o allenarsi in palestra ma anche a casaprodotto aestheticil pantalone ha un bellissimo effetto push up che fa sentire a proprio agioio ho acquistato una taglia s se in dubbio consiglio una taglia pi grande il pantalone  molto aderenteprodotto ben fatto ottime rifiniture e trendy perfetto per essere impeccabili anche quando ci si allena tessuto spesso e resistenteil prodotto non diventa trasparente mentre lo si usa per cui  ottimo anche per squat affondi eccil reggiseno sportivo ha coppe imbottite removibili e ha un bellissimo incrocio sulla schienail crop top  dotato di zip plastica che non da fastidio e ha la copertura a fine zip per non sbattere contro il collo senza infastidire inoltre il crop top ha le maniche con il buco per il pollice cos da tenere il corpo caldo anche per allenamenti outdoor collo molto ampio anche ripiegabile molto carino anche indossato apertoil pantalone  molto confortevole le cuciture non infastidicono il fascione pu essere piegato o tenuto su se si vuole maggior supporto o rimanere pi coperte effetto pushuptrama in rilievo molto bella tessuto traspirante e confortevole antisudoreottimo abbigliamento anche per attivit leisure o una passeggiatanei lavaggi non si rovinacompleto spezzabilelo consiglio",2023-09-11,5,"verified purchase"
"1857","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","precioso","christina","me ha sorprendido para muy muy bien este conjunto se lo he comprado para mi hija y aunque tena dudas porque muchos transparentan este en absolutotiene una tela super buena gordita y de calidades elstico y hace un cuerpazo porque recoge todo hacia dentro es adems muy cmodo y bonitoson  piezas y de talla est bastante bien tb da mucho de si ademsy un detalle que me gust mucho es que la chaqueta tiene agujeros para meter los pulgares y que no se suban las mangas con los ejercicios",2021-05-26,5,"verified purchase"
"1858","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","soddisfatta","alfonso","bellissimo completo fitness",2023-12-03,5,"verified purchase"
"1859","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","so comfortable and flattering my go to gym outfit","alfonso","i love this set the fabric is thick and not seethrough at least in the dark colours and i feel so confident in it in the gym definitely go a size up from your usual size sizing was a little weird as bra was slightly too big but jacket is so tight on me that it pops open but the leggings are super comfy i have sensory issues and find that the bumpy fabric is uncomfortable if i wear it all day however just for the gym is fine ive washed it several times and it hasnt lost its stretch or faded at all which is great one thing  i got the one which i thought was black and khaki but its actually black with a fine lime green and black pinstripe pattern on the green bits which makes it look khaki from a distance overall this is my favourite gym outfit and i would definitely buy more",2024-02-02,5,"verified purchase"
"1860","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","qualit","luisa","trs  bien",2023-12-05,5,"verified purchase"
"1861","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","excelente","berenice","calidad de la tela  color como viene en las fotos la talla es exacta",2023-09-19,4,"verified purchase"
"1862","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","gnstige sportkleidung fr kleine gren  affordable sports outfit for smaller sizes","tk","das set habe ich mir bereits vor einigen monaten gekauft jedoch aufgrund zwischenzeitlicher leichter gewichtsabnahme erst jetzt testen knnen zuvor sa es einfach zu strammpassform es ist zu merken dass die passform eher an kleine gren angelehnt ist wer nicht komplett schmal gebaut ist kommt hier schnell an die eigenen grenzen oder kommt einfach nicht in alle einzelteile hinein das bustier ist recht grozgig gearbeitet bis cupgre bc darin sind seitlich herausnehmbare schaumstoffeinlagen vorhanden sowie breite trger sodass kein zustzlicher halt erforderlich istdie kurzjacke gefllt mir sehr gut und kann alternativ mit anderer freizeitkleidung wie zb jeans kombiniert werdenfr die hose ist wiederum eine schmale krperform erforderlich die streifen unter dem po sitzen jedoch cm weiter unten als angedachtselbst die lgre wird oberhalb von  kg schon uerst anschmiegsam es gilt also die grentabelle dringend zu beachten und nicht nach der eigenen standardkleidergre zu gehenkompression die kleidung sitzt schon sehr eng am krper gibt noch etwas nach beim anziehen dafr wackelt nicht so viel und der sttzeffekt ist gegebenstoffqualitt und verarbeitung sicherlich muss man nicht gro ber nachhaltigkeit bei diesem preis diskutieren dennoch ist ein groteil konventioneller sportkleidung aus kunstfasern hergestellt der vergleich mit kologisch hergestellter funktionskleidung ist demnach eher schwierigdie verarbeitung erscheint soweit solide jedoch habe ich die teile per hand und nicht in der maschine vorgewaschen es ist vorstellbar dass aufgrund der unterschiedlichen stoffmuster und teils dstruktur schnell beschdigungen auftreten knnen insgesamt ist der stoff dick daher auch in der khleren jahreszeit drauen tragbar dadurch schwitzt man eben auch etwas schnellerfarbe die farbe hier rosalila ist wie erwartet und sieht sportlichmodern aus gefllt mir gutgesamteindruck aus meiner sicht ist das set eher fr die jngere generation gedacht teils auch noch mit  jahren noch tragbar je nach farbwahl der look ist sportlich aber wie gesagt muss eine gewisse trainingsformfitness vorhanden sein sonst trgt es zu sehr auf und sieht seltsam ausfr den preis dennoch viel ware fr wenig geld wobei eben nicht die nachhaltigste wahl aufgrund der positiven aspekte gebe ich  von  sternenenglishto begin with i bought the set a few months ago but couldnt wear it until recently due to slight weight loss before it was way too tightfit it is to mention that the sizes relate to smaller sizes when youre not completley slim you will easily have problems getting on the pieces or you wont fit into every single one of them the bra is a little more spacious up to cup b or c therein you find removable inlays made of foam in addition the top has wide straps so you dont need additional supportthe short jacket is very nice and can be combined with other sorts of causal clothing like jeansin order to fit into the pants a slim body is recommended however the stripes below the back are  inches lower than expected even the large size fits extremely tight above  kilogram so it is very important to take the size chart into account instead of choosing your own usual sizecompression the clothes fit very tight to the body but is also stretchy while putting on therefore it is not too boundy and there is enough support tooquality and tailoring of course you cant discuss sustainability at this price point nonetheless the majority of conventional sports clothing is made of synthetic fibersthe comparision to ecologically fabricated functional clothing therefore is very difficult the tailoring seems solid to me but i also prewashed the pieces by hand and not in the washing machine maybe the tissue can be damaged easily due to the dstructure and the different patterns in total the fabric is thick so you can wear it outside even during the cold seasons besides you also sweat more quicklycolour the colour pinklilac is as expected and looks sporty and modern which i like very muchoverall impression in my opinion the set is more suitable for the younger generation partly maybe also wearable in your s and s depending on the colour choice the look is athletic but you need to possess a certain form or fitness otherwise it comes out not too flattering and looks peculiarregarding the price you get a lot of product for your money while not picking the most sustainable choice due to the positive points i give the set  out of  stars",2023-09-18,5,"verified purchase"
"1863","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","comodo e bello","tk","consiglio vivamente il prodotto io sono una taglia  ho preso una l andava bene anche una m secondo me",2024-01-18,4,"verified purchase"
"1864","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","ensemble sport juste magnifique","cliente amazon","je suis super contente de cette ensemble sport taille parfaitement bien fait une belle silhouette trs agrable  porter livre trs rapidementparcontre jen ai recommand un second la taille en dessous pour ma fille hier soir et jai t factur  de plus en frais je ne comprends pas pourquoi a ce niveau l je suis dsagrablement surprise et je ne comprends pas pourquoisinon je recommande quand mme cet article",2023-02-10,4,"verified purchase"
"1865","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","working out","sam","it was beautiful i love but it fit me so gave to my daughter the was to small the pants was wonderful but only the bra and the top was to small",2024-01-21,5,"verified purchase"
"1866","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","muy buena calidad sienta de ","juan coronado","set deportivo compuesto de  piezas leggins sujetador y chaquetillapara que os hagis una idea mido cm y peso kg ms o menos cog talla s y me va al guante quiz la chaqueta algo pequea por lo que si en s tenis un cuerpo delgado probablemente no os haga falta ms tallael sujetador sujeta que ya es mucho decir para algunos del estilo tengo bastante pecho y pasando la sorpresa de haber visto que me sirve siendo una talla pequea el pecho queda firme no se mueve del sitiola tela de todo el conjunto es bastante gordita y tiene textura no da calor no transparenta y se ve de calidadpara el verano puede que se haga demasiado caluroso segn donde vivasme he quedado contenta con l tiene una buena relacin calidad  precio unos leggins buenos en tienda ya te cuestan  son muy bonitos y la tela se ve y se siente de muy buena calidad",2021-06-28,5,"verified purchase"
"1867","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","perfect workout outfit for ultimate comfort and style","yessica","i highly recommend this  piece gym outfit from amazon it combines comfort style and affordability all in one package trust me you wont be disappointed with this purchase go ahead and treat yourself to this amazing gym outfit  you deserve it",2024-02-05,5,"verified purchase"
"1868","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","good quality","yessica","i love this so much i got it in pink and lilac i intend to get a few more colours  makes me feel so much more motivated to actually go to the gym and work out  the quality is great and hugs you in all the right places giving me an ego boost and extra dose of confidence",2023-11-25,5,"verified purchase"
"1869","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","excelente","priyanka pandya","la calidad de la tela es muy buenala talla correspondellego en el tiempo estimado",2023-12-26,5,"verified purchase"
"1870","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","very nice","amanda","good for the price its just a little bit smaller than my number maybe it was better to buy a number higher",2024-01-12,5,"verified purchase"
"1871","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","ajustado","aldo torres","si ests delgadita te quedar divino pero sino pide una talla ms grande porque vienen ajustados la calidad se ve bien",2023-12-31,4,"verified purchase"
"1872","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","this is adorable on","jenny bowen","this is adorable  piece and the outer jacket runs small its to tight for me to wear the outer jacket but the rest of it is comfortable and cute",2024-02-20,4,"verified purchase"
"1873","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","overall good","barbara patrocinio","ok so good fit overall but in my case it was a bit large  there is some extra tissue around my waist and also in the neck part when i zip the jacket all the way upif i want to wear the jacket i have to keep it a bit open otherwise it seems sloppy around the necknow the leggings were squat proof for me but i believe that is mostly because they got slightly larger so maybe size upim  m and around  kg and i ordered a size smallthe quality is good considering it is a  pieces set also it is quite confortable specially cause it is not at all tight in my body",2023-05-03,4,"verified purchase"
"1874","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","qualit produit correct","barbara patrocinio","je suis trs trs satisfaite de la qualit des produits reus trs rapidement nickel un bmol au niveau du haut  manche longue qui est petit  je ne pense pas pouvoir le mettreautrement trs correct confortable pour le prix",2024-01-10,4,"verified purchase"
"1875","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","sienta muy bien","buhryi marta","buena calidad",2024-01-11,4,"verified purchase"
"1876","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","ottimo e comodo","alber","ottimo e comodo ma se non avete il corpo perfetto segna parecchio",2024-01-23,4,"verified purchase"
"1877","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","toller dreiteiliger sportanzug ","alessandra","ich bin absolut begeistert von diesem dreiteiligen sportanzug die qualitt des materials ist hervorragend und fhlt sich angenehm auf der haut an sowohl die jacke die hose als auch das top sind gut verarbeitet und sehen sehr stylish ausbesonders beeindruckt bin ich von der passform der anzug sitzt perfekt und bietet gengend bewegungsfreiheit egal ob beim sport oder einfach nur beim entspannendie farben sind genauso lebendig wie auf den produktbildern dargestellt und auch nach mehreren waschgngen haben sie nichts von ihrer intensitt verloren",2023-08-17,4,"verified purchase"
"1878","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","perfect size","amazon kunde","very nice fitting",2024-01-02,4,"verified purchase"
"1879","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","me encanta","amazon kunde","es mejor de lo que esperaba tanto la calidad del producto la comodidad la chaqueta si que es verdad que si fuese ms larga mejor para tapar los riones compr una talla s y no haba forma de metermela da poca talla la devolv y cog la m  yo recomiendo la compra de este artculo",2022-12-14,5,"verified purchase"
"1880","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","carino comodo funzionale","shiela","acquistato una tg pi grande del normale ed  perfetto confortevole comodo  molto carino",2023-11-19,5,"verified purchase"
"1881","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","matire extra","latitia","je viens de le recevoir jadore cette matire lastique et agrable franchement bien taill je fais du m donc jai pris du m fais de belles formes pour le corps je ny croyais pas le tissus est de trs bonne qualit jai choisi une couleur correct passepartout reu rapidement en quelques jours sous blister",2023-08-15,4,"verified purchase"
"1882","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","love it","latitia","more than i expected in quality true fit i got the large and i am lbs and  you will want to carefully cut the tag out of the pants the tags are the only thing i wish they would change",2024-01-25,5,"verified purchase"
"1883","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","beautiful","jessica alyce","i loved this set the price is good im tall and curvy and the legging fitted perfectly it doesnt get transparent however it is a bit itchy especially after you sweat not enough to bother me but who has sensible skin may not like it i would buy again",2023-10-28,5,"verified purchase"
"1884","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","ms de lo que esperaba","jhessica martins","tela gruesa estira muchismo colores muy vivos encantador  precio calidad  excelente comprq",2023-10-10,5,"verified purchase"
"1885","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","mega","jhessica martins","passt super liegt angenehm auf der haut und absorbiert den schwei sehr gut man hat kein kltegefhl nach dem training  ich denke ich werde es mir nochmal bestellen ",2024-01-16,5,"verified purchase"
"1886","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","completo palestra","victoria ortiz lara","un po piccolo come taglia",2024-02-17,5,"verified purchase"
"1887","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","gym set hose","victoria ortiz lara","hose jetzt zweimal getragen und an drei stellen  lsen sich die nhte auf schade  an sich bin ich sonst zufrieden die jacke ist allerdings recht schmal geschnitten",2023-04-25,5,"verified purchase"
"1888","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","fits very small","michi","i got the small size which i always wear but i couldnt get into it at all maybe its xxs even my daughter who is smaller than me cant squeeze into",2023-07-21,5,"verified purchase"
"1889","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","top y chaqueta genial legging regular","anna laura","no me ha gustado el tejido es grueso el top y chaqueta genial el legging hay otros por el precio que son mejor cierto es que no se mueven mucho",2021-09-02,5,"verified purchase"
"1890","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","good material","sonnenschein","lovely color",2024-01-05,3,"verified purchase"
"1891","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","falta de pieza","no me llego completo   me falto una pieza","me falto una de las piezas del producto",2023-08-16,4,"verified purchase"
"1892","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","super confortable","nckzouk","ensemble trs confortable et trs joli je lai pris en noir et kaki je vais le reprendre dans toutes les couleurs",2023-10-01,3,"verified purchase"
"1893","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","runs a little small","brittanytran","super cute fit this runs super tight though i would size up also it is see through in the butt be careful bending over",2024-02-27,5,"verified purchase"
"1894","veriliss 3pcs gym clothes for women tracksuit womens full set outfits workout joggers yoga sportswear leggings and stretch sports bra jumpsuits clothes sets","active wear","colleen joy","absolutely beautiful gorgeous colour and material ",2024-02-01,3,"verified purchase"
