"","title","author","subject","abstract","meta"
"121","Gaussian Splashing: Dynamic Fluid Synthesis with Gaussian Splatting","Yutao Feng, Xiang Feng, Yintong Shang, Ying Jiang, Chang Yu, Zeshun Zong, Tianjia Shao, Hongzhi Wu, Kun Zhou, Chenfanfu Jiang, Yin Yang","Graphics (cs.GR)","We demonstrate the feasibility of integrating physics-based animations of solids and fluids with 3D Gaussian Splatting (3DGS) to create novel effects in virtual scenes reconstructed using 3DGS. Leveraging the coherence of the Gaussian splatting and position-based dynamics (PBD) in the underlying representation, we manage rendering, view synthesis, and the dynamics of solids and fluids in a cohesive manner. Similar to Gaussian shader, we enhance each Gaussian kernel with an added normal, aligning the kernel's orientation with the surface normal to refine the PBD simulation. This approach effectively eliminates spiky noises that arise from rotational deformation in solids. It also allows us to integrate physically based rendering to augment the dynamic surface reflections on fluids. Consequently, our framework is capable of realistically reproducing surface highlights on dynamic fluids and facilitating interactions between scene objects and fluids from new views. For more information, please visit our project page at \url{this https URL}.","Sat, 27 Jan 2024 06:45:22 UTC (47,237 KB)"
"122","Scattering compensation through Fourier-domain open-channel coupling in two-photon microscopy","Daniel Zepeda, Yucheng Li, Yi Xue","Optics (physics.optics)","Light penetration depth in biological tissue is limited by tissue scattering. There is an urgent need for scattering compensation in vivo focusing and imaging, particularly challenging in photon-starved scenarios, without access to the transmission side of the scattering tissue. Here, we introduce a two-photon microscopy system with Fourier-domain open-channel coupling for scattering correction (2P-FOCUS). 2P-FOCUS corrects scattering by utilizing the non-linearity of multiple-beam interference and two-photon excitation, eliminating the need for a guide star, iterative optimization, or measuring transmission or reflection matrices. We demonstrate that 2P-FOCUS significantly enhances two-photon fluorescence signals by several tens of folds when focusing through a bone sample, compared to cases without scattering compensation at equivalent excitation power. We also show that 2P-FOCUS can correct scattering over large volumes by imaging neurons and cerebral blood vessels within a 230x230x500 um\textsuperscript{3} volume in the mouse brain in vitro. 2P-FOCUS could serve as a powerful tool for deep tissue imaging in bulky organisms or live animals.","Fri, 26 Jan 2024 20:36:26 UTC (7,290 KB)"
"123","An innovative in silico model of the oral mucosa reveals the impact of extracellular spaces on chemical permeation through epithelium","Sean M. Edwards, Amy L. Harding, Joseph A. Leedale, Steve D. Webb, Helen E. Colley, Craig Murdoch, Rachel N. Bearon","Tissues and Organs (q-bio.TO)","In pharmaceutical therapeutic design or toxicology, accurately predicting the permeation of chemicals through human epithelial tissues is crucial, where permeation is significantly influenced by the tissue's cellular architecture. Current mathematical models for multi-layered epithelium such as the oral mucosa only use simplistic 'bricks and mortar' geometries and therefore do not account for the complex cellular architecture of these tissues at the microscale level, such as the extensive plasma membrane convolutions that define the extracellular spaces between cells. Chemicals often permeate tissues via this paracellular route, meaning that permeation is underestimated. To address this, measurements of human buccal mucosal tissue were conducted to ascertain the width and tortuosity of extracellular spaces across the epithelium. Using mechanistic mathematical modelling, we show that the convoluted geometry of extracellular spaces significantly impacts chemical permeation and that this can be approximated, provided that extracellular tortuosity is accounted for. We next developed an advanced physically-relevant in silico model of oral mucosal chemical permeation using partial differential equations, fitted to chemical permeation in vitro assays on tissue-engineered human oral mucosa. Tissue geometries were measured and captured in silico, and permeation examined and predicted for chemicals with different physicochemical properties. The effect of altering the extracellular space to mimic permeation enhancers was also assessed by perturbing the in silico model. This novel in vitro-in silico approach has the potential to expedite pharmaceutical innovation for testing oromucosal chemical permeation, providing a more accurate, physiologically-relevant model which can reduce animal testing with early screening based on chemical properties.","Fri, 26 Jan 2024 15:06:31 UTC (1,219 KB)"
"124","Implicit Neural Representation for Physics-driven Actuated Soft Bodies","Lingchen Yang, Byungsoo Kim, Gaspard Zoss, Baran Gözcü, Markus Gross, Barbara Solenthaler","Computer Vision and Pattern Recognition (cs.CV)","Active soft bodies can affect their shape through an internal actuation mechanism that induces a deformation. Similar to recent work, this paper utilizes a differentiable, quasi-static, and physics-based simulation layer to optimize for actuation signals parameterized by neural networks. Our key contribution is a general and implicit formulation to control active soft bodies by defining a function that enables a continuous mapping from a spatial point in the material space to the actuation value. This property allows us to capture the signal's dominant frequencies, making the method discretization agnostic and widely applicable. We extend our implicit model to mandible kinematics for the particular case of facial animation and show that we can reliably reproduce facial expressions captured with high-quality capture systems. We apply the method to volumetric soft bodies, human poses, and facial expressions, demonstrating artist-friendly properties, such as simple control over the latent space and resolution invariance at test time.","Fri, 26 Jan 2024 13:42:12 UTC (35,077 KB)"
"125","Active Particle Models for Animal Behavior based on Effective Nonreciprocal Forces and Potentials","Amir Haluts, Dan Gorbonos, Nir S. Gov","Biological Physics (physics.bio-ph)","Modelling animal behavior using active-particle models is a major current challenge. The unique properties of animals mean that such models require the use of new types of effective interactions between the particles, and specifically effective forces that do not obey the usual conservation laws of Newtonian mechanics. These include nonreciprocal forces that break conservation of energy and momentum. We demonstrate here two very different animal behavior systems where such nonreciprocal effective forces naturally arise: the first is when animals form contests, as many animals do, such as fighting over some localized resource. The second system is of cohesive swarms, that are maintained by long-range adaptive attraction. These examples show that theoretical modelling in terms of active particles, interacting with effective nonreciprocal forces and potentials, expands the scope of active-particle research as well as helps to explain complex phenomena in animal behaviour.","Fri, 26 Jan 2024 13:32:16 UTC (3,785 KB)"
"126","Personality Perception in Human Videos Altered by Motion Transfer Networks","Ayda Yurtoğlu, Sinan Sonlu, Yalım Doğan, Uğur Güdükbay","Computer Vision and Pattern Recognition (cs.CV)","The successful portrayal of personality in digital characters improves communication and immersion. Current research focuses on expressing personality through modifying animations using heuristic rules or data-driven models. While studies suggest motion style highly influences the apparent personality, the role of appearance can be similarly essential. This work analyzes the influence of movement and appearance on the perceived personality of short videos altered by motion transfer networks. We label the personalities in conference video clips with a user study to determine the samples that best represent the Five-Factor model's high, neutral, and low traits. We alter these videos using the Thin-Plate Spline Motion Model, utilizing the selected samples as the source and driving inputs. We follow five different cases to study the influence of motion and appearance on personality perception. Our comparative study reveals that motion and appearance influence different factors: motion strongly affects perceived extraversion, and appearance helps convey agreeableness and neuroticism.","Fri, 26 Jan 2024 09:42:57 UTC (5,272 KB)"
"127","TIFu: Tri-directional Implicit Function for High-Fidelity 3D Character Reconstruction","Byoungsung Lim, Seong-Whan Lee","Computer Vision and Pattern Recognition (cs.CV)","Recent advances in implicit function-based approaches have shown promising results in 3D human reconstruction from a single RGB image. However, these methods are not sufficient to extend to more general cases, often generating dragged or disconnected body parts, particularly for animated characters. We argue that these limitations stem from the use of the existing point-level 3D shape representation, which lacks holistic 3D context understanding. Voxel-based reconstruction methods are more suitable for capturing the entire 3D space at once, however, these methods are not practical for high-resolution reconstructions due to their excessive memory usage. To address these challenges, we introduce Tri-directional Implicit Function (TIFu), which is a vector-level representation that increases global 3D consistencies while significantly reducing memory usage compared to voxel representations. We also introduce a new algorithm in 3D reconstruction at an arbitrary resolution by aggregating vectors along three orthogonal axes, resolving inherent problems with regressing fixed dimension of vectors. Our approach achieves state-of-the-art performances in both our self-curated character dataset and the benchmark 3D human dataset. We provide both quantitative and qualitative analyses to support our findings.","Thu, 25 Jan 2024 23:30:51 UTC (43,385 KB)"
"128","Relative Value Biases in Large Language Models","William M. Hayes, Nicolas Yax, Stefano Palminteri","Computation and Language (cs.CL)","Studies of reinforcement learning in humans and animals have demonstrated a preference for options that yielded relatively better outcomes in the past, even when those options are associated with lower absolute reward. The present study tested whether large language models would exhibit a similar bias. We had gpt-4-1106-preview (GPT-4 Turbo) and Llama-2-70B make repeated choices between pairs of options with the goal of maximizing payoffs. A complete record of previous outcomes was included in each prompt. Both models exhibited relative value decision biases similar to those observed in humans and animals. Making relative comparisons among outcomes more explicit magnified the bias, whereas prompting the models to estimate expected outcomes caused the bias to disappear. These results have implications for the potential mechanisms that contribute to context-dependent choice in human agents.","Thu, 25 Jan 2024 21:49:32 UTC (2,607 KB)"
"129","A generic model of consciousness","Mark J. Hadley","Neurons and Cognition (q-bio.NC)","This is a model of consciousness. The hard problem of consciousness, what it feels like, is answered. The work builds on medical research analyzing the source and mechanisms associated with our feelings. It goes further by describing a generic model with wide applicability. The model is fully consistent with medical pathways in humans, but easily extends to animals and AI. The essence of the model is the interplay between associative memory and physiology. The model is a clear and concrete counterexample to the famous philosophical objections to a scientific explanation.","Tue, 2 Jan 2024 11:41:28 UTC (85 KB)"
"130","Model Predictive Wave Disturbance Rejection for Underwater Soft Robotic Manipulators","Kyle L. Walker, Cosimo Della Santina, Francesco Giorgio-Serchi","Robotics (cs.RO)","Inspired by the octopus and other animals living in water, soft robots should naturally lend themselves to underwater operations, as supported by encouraging validations in deep water scenarios. This work deals with equipping soft arms with the intelligence necessary to move precisely in wave-dominated environments, such as shallow waters where marine renewable devices are located. This scenario is substantially more challenging than calm deep water since, at low operational depths, hydrodynamic wave disturbances can represent a significant impediment. We propose a control strategy based on Nonlinear Model Predictive Control that can account for wave disturbances explicitly, optimising control actions by considering an estimate of oncoming hydrodynamic loads. The proposed strategy is validated through a set of tasks covering set-point regulation, trajectory tracking and mechanical failure compensation, all under a broad range of varying significant wave heights and peak spectral periods. The proposed control methodology displays positional error reductions as large as 84% with respect to a baseline controller, proving the effectiveness of the method. These initial findings present a first step in the development and deployment of soft manipulators for performing tasks in hazardous water environments.","Wed, 24 Jan 2024 13:16:06 UTC (2,886 KB)"
"131","GTAutoAct: An Automatic Datasets Generation Framework Based on Game Engine Redevelopment for Action Recognition","Xingyu Song, Zhan Li, Shi Chen, Kazuyuki Demachi","Computer Vision and Pattern Recognition (cs.CV)","Current datasets for action recognition tasks face limitations stemming from traditional collection and generation methods, including the constrained range of action classes, absence of multi-viewpoint recordings, limited diversity, poor video quality, and labor-intensive manually collection. To address these challenges, we introduce GTAutoAct, a innovative dataset generation framework leveraging game engine technology to facilitate advancements in action recognition. GTAutoAct excels in automatically creating large-scale, well-annotated datasets with extensive action classes and superior video quality. Our framework's distinctive contributions encompass: (1) it innovatively transforms readily available coordinate-based 3D human motion into rotation-orientated representation with enhanced suitability in multiple viewpoints; (2) it employs dynamic segmentation and interpolation of rotation sequences to create smooth and realistic animations of action; (3) it offers extensively customizable animation scenes; (4) it implements an autonomous video capture and processing pipeline, featuring a randomly navigating camera, with auto-trimming and labeling functionalities. Experimental results underscore the framework's robustness and highlights its potential to significantly improve action recognition model training.","Wed, 24 Jan 2024 12:18:31 UTC (36,060 KB)"
"132","Common-Sense Bias Discovery and Mitigation for Classification Tasks","Miao Zhang, Zee fryer, Ben Colman, Ali Shahriyari, Gaurav Bharaj","Computer Vision and Pattern Recognition (cs.CV)","Machine learning model bias can arise from dataset composition: sensitive features correlated to the learning target disturb the model decision rule and lead to performance differences along the features. Existing de-biasing work captures prominent and delicate image features which are traceable in model latent space, like colors of digits or background of animals. However, using the latent space is not sufficient to understand all dataset feature correlations. In this work, we propose a framework to extract feature clusters in a dataset based on image descriptions, allowing us to capture both subtle and coarse features of the images. The feature co-occurrence pattern is formulated and correlation is measured, utilizing a human-in-the-loop for examination. The analyzed features and correlations are human-interpretable, so we name the method Common-Sense Bias Discovery (CSBD). Having exposed sensitive correlations in a dataset, we demonstrate that downstream model bias can be mitigated by adjusting image sampling weights, without requiring a sensitive group label supervision. Experiments show that our method discovers novel biases on multiple classification tasks for two benchmark image datasets, and the intervention outperforms state-of-the-art unsupervised bias mitigation methods.","Wed, 24 Jan 2024 03:56:07 UTC (3,966 KB)[v2] Thu, 8 Feb 2024 05:38:54 UTC (3,966 KB)"
"133","Environmental impacts, nutritional profiles, and retail prices of commonly sold retail food items in 181 countries: an observational study","Elena M. Martinez, Nicole Tichenor Blackstone, Parke E. Wilde, Anna W. Herforth, William A. Masters","General Economics (econ.GN)","Affordability is often seen as a barrier to consuming sustainable diets. This study provides the first worldwide test of how retail food prices relate to empirically estimated environmental impacts and nutritional profile scores between and within food groups. We use prices for 811 retail food items commonly sold in 181 countries during 2011 and 2017, matched to estimated carbon and water footprints and nutritional profiles, to test whether healthier and more environmentally sustainable foods are more expensive between and within food groups. We find that within almost all groups, less expensive items have significantly lower carbon and water footprints. Associations are strongest for animal source foods, where each 10% lower price is associated with 20 grams lower CO2-equivalent carbon and 5 liters lower water footprint per 100kcal. Gradients between price and nutritional profile vary by food group, price range, and nutritional attribute. In contrast, lower-priced items have lower nutritional value in only some groups over some price ranges, and that relationship is sometimes reversed. These findings reveal opportunities to reduce financial and environmental costs of diets, contributing to transitions towards healthier, more environmentally sustainable food systems.","Wed, 24 Jan 2024 00:34:23 UTC (1,247 KB)"
"134","Ready for climate change? The importance of adaptive thermoregulatory flexibility for the Malagasy bat species Triaenops menamena","Sina Remmers","Quantitative Methods (q-bio.QM)","The balance between energy intake and expenditure is essential and crucial for survival for all organisms. The energy management is closely linked to the ecology. Thus, changes in environmental conditions can be challenging, especially for the animals physiology. Different strategies of thermoregulation have evolved and heterothermy seems to be the most efficient way for saving energy. Daily torpor, a temporally controlled reduction of the metabolic rate and body temperature, is one form of heterothermy and recent studies revealed that this physiological strategy is used by many tropical and subtropical species. Yet, little is known about torpor in bats and their intraspecific thermoregulatory flexibility. Therefore, three populations of the Malagasy bat species Triaenops menamena were investigated, to examine their metabolic rate, skin temperature and related energy expenditure during normothermic and torpid states in context of different microclimatic conditions. This study exposed significant physiological differences among these three populations along a gradient of fluctuation in environmental conditions. The greater the fluctuations in ambient temperature and humidity, the higher was the general resting metabolic rate and the rate of its reduction, but the lower was the torpid metabolic rate. This species shows a highly adaptive flexibility in their physiology and are able to cope with unfavorable environmental conditions by using different strategies of thermoregulation and hypometabolism, which is beneficial regarding ongoing climatic changes.","Tue, 23 Jan 2024 11:57:30 UTC (7,966 KB)"
"135","The local limit of rooted directed animals on the square lattice","Olivier Hénard, Édouard Maurel-Segala, Arvind Singh","Probability (math.PR)","We consider the local limit of finite uniformly distributed directed animals on the square lattice viewed from the root. Two constructions of the resulting uniform infinite directed animal are given: one as a heap of dominoes, constructed by letting gravity act on a right-continuous random walk and one as a Markov process, obtained by slicing the animal horizontally. We look at geometric properties of this local limit and prove, in particular, that it consists of a single vertex at infinitely many (random) levels. Several martingales are found in connection with the confinement of the infinite directed animal on the non-negative coordinates.","Tue, 23 Jan 2024 17:43:12 UTC (2,400 KB)"
"136","PSAvatar: A Point-based Morphable Shape Model for Real-Time Head Avatar Animation with 3D Gaussian Splatting","Zhongyuan Zhao, Zhenyu Bao, Qing Li, Guoping Qiu, Kanglin Liu","Graphics (cs.GR)","Despite much progress, achieving real-time high-fidelity head avatar animation is still difficult and existing methods have to trade-off between speed and quality. 3DMM based methods often fail to model non-facial structures such as eyeglasses and hairstyles, while neural implicit models suffer from deformation inflexibility and rendering inefficiency. Although 3D Gaussian has been demonstrated to possess promising capability for geometry representation and radiance field reconstruction, applying 3D Gaussian in head avatar creation remains a major challenge since it is difficult for 3D Gaussian to model the head shape variations caused by changing poses and expressions. In this paper, we introduce PSAvatar, a novel framework for animatable head avatar creation that utilizes discrete geometric primitive to create a parametric morphable shape model and employs 3D Gaussian for fine detail representation and high fidelity rendering. The parametric morphable shape model is a Point-based Morphable Shape Model (PMSM) which uses points instead of meshes for 3D representation to achieve enhanced representation flexibility. The PMSM first converts the FLAME mesh to points by sampling on the surfaces as well as off the meshes to enable the reconstruction of not only surface-like structures but also complex geometries such as eyeglasses and hairstyles. By aligning these points with the head shape in an analysis-by-synthesis manner, the PMSM makes it possible to utilize 3D Gaussian for fine detail representation and appearance modeling, thus enabling the creation of high-fidelity avatars. We show that PSAvatar can reconstruct high-fidelity head avatars of a variety of subjects and the avatars can be animated in real-time ($\ge$ 25 fps at a resolution of 512 $\times$ 512 ).","Tue, 23 Jan 2024 16:40:47 UTC (6,690 KB)[v2] Wed, 24 Jan 2024 10:00:22 UTC (6,690 KB)[v3] Mon, 29 Jan 2024 08:55:57 UTC (6,690 KB)[v4] Tue, 30 Jan 2024 01:38:29 UTC (6,690 KB)"
"137","Experience-Learning Inspired Two-Step Reward Method for Efficient Legged Locomotion Learning Towards Natural and Robust Gaits","Yinghui Li, Jinze Wu, Xin Liu, Weizhong Guo, Yufei Xue","Robotics (cs.RO)","Multi-legged robots offer enhanced stability in complex terrains, yet autonomously learning natural and robust motions in such environments remains challenging. Drawing inspiration from animals' progressive learning patterns, from simple to complex tasks, we introduce a universal two-stage learning framework with two-step reward setting based on self-acquired experience, which efficiently enables legged robots to incrementally learn natural and robust movements. In the first stage, robots learn through gait-related rewards to track velocity on flat terrain, acquiring natural, robust movements and generating effective motion experience data. In the second stage, mirroring animal learning from existing experiences, robots learn to navigate challenging terrains with natural and robust movements using adversarial imitation learning. To demonstrate our method's efficacy, we trained both quadruped robots and a hexapod robot, and the policy were successfully transferred to a physical quadruped robot GO1, which exhibited natural gait patterns and remarkable robustness in various terrains.","Mon, 22 Jan 2024 22:34:57 UTC (31,780 KB)"
"138","Emergent Dominance Hierarchies in Reinforcement Learning Agents","Ram Rachum, Yonatan Nakar, Bill Tomlinson, Nitay Alon, Reuth Mirsky","Multiagent Systems (cs.MA)","Modern Reinforcement Learning (RL) algorithms are able to outperform humans in a wide variety of tasks. Multi-agent reinforcement learning (MARL) settings present additional challenges, and successful cooperation in mixed-motive groups of agents depends on a delicate balancing act between individual and group objectives. Social conventions and norms, often inspired by human institutions, are used as tools for striking this balance.
In this paper, we examine a fundamental, well-studied social convention that underlies cooperation in both animal and human societies: dominance hierarchies.
We adapt the ethological theory of dominance hierarchies to artificial agents, borrowing the established terminology and definitions with as few amendments as possible. We demonstrate that populations of RL agents, operating without explicit programming or intrinsic rewards, can invent, learn, enforce, and transmit a dominance hierarchy to new populations. The dominance hierarchies that emerge have a similar structure to those studied in chickens, mice, fish, and other species.","Sun, 21 Jan 2024 16:59:45 UTC (1,401 KB)[v2] Thu, 1 Feb 2024 16:50:23 UTC (1,401 KB)[v3] Tue, 13 Feb 2024 12:32:35 UTC (1,402 KB)[v4] Tue, 27 Feb 2024 19:36:43 UTC (1,402 KB)"
"139","CloSe: A 3D Clothing Segmentation Dataset and Model","Dimitrije Antić, Garvita Tiwari, Batuhan Ozcomlekci, Riccardo Marin, Gerard Pons-Moll","Computer Vision and Pattern Recognition (cs.CV)","3D Clothing modeling and datasets play crucial role in the entertainment, animation, and digital fashion industries. Existing work often lacks detailed semantic understanding or uses synthetic datasets, lacking realism and personalization. To address this, we first introduce CloSe-D: a novel large-scale dataset containing 3D clothing segmentation of 3167 scans, covering a range of 18 distinct clothing classes. Additionally, we propose CloSe-Net, the first learning-based 3D clothing segmentation model for fine-grained segmentation from colored point clouds. CloSe-Net uses local point features, body-clothing correlation, and a garment-class and point features-based attention module, improving performance over baselines and prior work. The proposed attention module enables our model to learn appearance and geometry-dependent clothing prior from data. We further validate the efficacy of our approach by successfully segmenting publicly available datasets of people in clothing. We also introduce CloSe-T, a 3D interactive tool for refining segmentation labels. Combining the tool with CloSe-T in a continual learning setup demonstrates improved generalization on real-world data. Dataset, model, and tool can be found at this https URL.","Mon, 22 Jan 2024 15:42:21 UTC (19,711 KB)"
"140","Lightweight Self-Driven Deformable Organ Animations","Benjamnin Kenwright, Kanida Sinmai","Graphics (cs.GR)","The subject of simulating internal organs is a valuable and important topic of research to multiple fields from medical analysis to education and training. This paper presents a solution that utilizes a graphical technique in combination with a Stochastic method for tuning an active physics-based model. We generate responsive interactive organ animations with regional properties (i.e., areas of the model oscillating with different harmonic frequencies) to reproduce and capture real-world characteristics. Our method builds upon biological and physical discoveries to procedurally generate internally controlled rhythmic motions but also enable the solution to be interactive and adaptive. We briefly review deformation models for medical simulations and investigate the impediments to combining 'computergraphics' representations with biomechanical models. Finally, we present a lightweight solution that is scalable and able to procedurally generate large organ animations. In particular, simplified geometric representations of deformable structures that use periodic coupled forces to drive themselves.","Sun, 21 Jan 2024 22:37:15 UTC (3,898 KB)"
"141","A Comprehensive Approach to Characterize Navigation Instruments for Magnetic Guidance in Biological Systems","Peter Blümler, Fabian Raudzus, Friederike Schmid","Biological Physics (physics.bio-ph)","The non-invasive spatiotemporal control of cellular functions, organization of tissues, and even the behavior of small animals has become paramount for advanced therapies. As magnetic fields do not interact with biological matter, their application is not only suitable for in vitro experiments but also for in vivo applications, even in deep tissues. Particularly, the remote manipulation of paramagnetic entities through magnetic instruments has emerged as a promising approach across various biological contexts. Despite similarities in basic experimental concepts, variations in the properties and descriptions of those magnetic instruments among the authors and studies resulted in a lack of reproducibility and comparability. Therefore, this article addresses the question of how to standardize the characterization of magnetic instruments. Our emphasis lies on the ability of magnetic systems to control the movement of paramagnetic objects such as ferro- or superparamagnetic particles, within organisms. This movement is achieved by exerting a force on magnetic particles by exposing them to a locally varying magnetic field. While it is well-known that the exerted force depends on the spatial variation (i.e. the gradient) of the magnetic field, the magnitude of the field is equally important. However, this second factor is often neglected in the literature. Therefore, we conduct a comprehensive analysis and discussion of both factors. Furthermore, we propose a novel descriptor, termed ""effective gradient"", which combines both dependencies. To illustrate, we characterize different magnet systems by calculating and comparing the different quantities and relating them to two experiments with different superparamagnetic nanoparticles.","Fri, 19 Jan 2024 22:50:36 UTC (2,258 KB)"
"142","Homodyned K-Distribution Parameter Estimation in Quantitative Ultrasound: Autoencoder and Bayesian Neural Network Approaches","Ali K. Z. Tehrani, Guy Cloutier, An Tang, Ivan M. Rosado-Mendez, Hassan Rivaz","Signal Processing (eess.SP)","Quantitative ultrasound (QUS) analyzes the ultrasound backscattered data to find the properties of scatterers that correlate with the tissue microstructure. Statistics of the envelope of the backscattered radiofrequency (RF) data can be utilized to estimate several QUS parameters. Different distributions have been proposed to model envelope data. The homodyned K-distribution (HK distribution) is one of the most comprehensive distributions that can model ultrasound backscattered envelope data under diverse scattering conditions (varying scatterer number density and coherent scattering). The scatterer clustering parameter (alpha) and the ratio of the coherent to diffuse scattering power (k) are the parameters of this distribution that have been used extensively for tissue characterization in diagnostic ultrasound. The estimation of these two parameters (which we refer to as HK parameters) is done using optimization algorithms in which statistical features such as the envelope point-wise signalto-noise ratio (SNR), skewness, kurtosis, and the log-based moments have been utilized as input to such algorithms. The optimization methods minimize the difference between features and their theoretical value from the HK model. We propose that the true value of these statistical features is a hyperplane that covers a small portion of the feature space. In this paper, we follow two approaches to reduce the effect of sample features' error. We propose a model projection neural network based on denoising autoencoders to project the noisy features into this space based on this assumption. We also investigate if the noise distribution can be learned by the deep estimators. We compare the proposed methods with conventional methods using simulations, an experimental phantom, and data from an in vivo animal model of hepatic steatosis. A demo code are available online at this http URL","Fri, 19 Jan 2024 19:59:16 UTC (4,706 KB)"
"143","Fast Registration of Photorealistic Avatars for VR Facial Animation","Chaitanya Patel, Shaojie Bai, Te-Li Wang, Jason Saragih, Shih-En Wei","Computer Vision and Pattern Recognition (cs.CV)","Virtual Reality (VR) bares promise of social interactions that can feel more immersive than other media. Key to this is the ability to accurately animate a photorealistic avatar of one's likeness while wearing a VR headset. Although high quality registration of person-specific avatars to headset-mounted camera (HMC) images is possible in an offline setting, the performance of generic realtime models are significantly degraded. Online registration is also challenging due to oblique camera views and differences in modality. In this work, we first show that the domain gap between the avatar and headset-camera images is one of the primary sources of difficulty, where a transformer-based architecture achieves high accuracy on domain-consistent data, but degrades when the domain-gap is re-introduced. Building on this finding, we develop a system design that decouples the problem into two parts: 1) an iterative refinement module that takes in-domain inputs, and 2) a generic avatar-guided image-to-image style transfer module that is conditioned on current estimation of expression and head pose. These two modules reinforce each other, as image style transfer becomes easier when close-to-ground-truth examples are shown, and better domain-gap removal helps registration. Our system produces high-quality results efficiently, obviating the need for costly offline registration to generate personalized labels. We validate the accuracy and efficiency of our approach through extensive experiments on a commodity headset, demonstrating significant improvements over direct regression methods as well as offline registration.","Fri, 19 Jan 2024 19:42:38 UTC (37,036 KB)"
"144","Synthesizing Moving People with 3D Control","Boyi Li, Jathushan Rajasegaran, Yossi Gandelsman, Alexei A. Efros, Jitendra Malik","Computer Vision and Pattern Recognition (cs.CV)","In this paper, we present a diffusion model-based framework for animating people from a single image for a given target 3D motion sequence. Our approach has two core components: a) learning priors about invisible parts of the human body and clothing, and b) rendering novel body poses with proper clothing and texture. For the first part, we learn an in-filling diffusion model to hallucinate unseen parts of a person given a single image. We train this model on texture map space, which makes it more sample-efficient since it is invariant to pose and viewpoint. Second, we develop a diffusion-based rendering pipeline, which is controlled by 3D human poses. This produces realistic renderings of novel poses of the person, including clothing, hair, and plausible in-filling of unseen regions. This disentangled approach allows our method to generate a sequence of images that are faithful to the target motion in the 3D pose and, to the input image in terms of visual similarity. In addition to that, the 3D control allows various synthetic camera trajectories to render a person. Our experiments show that our method is resilient in generating prolonged motions and varied challenging and complex poses compared to prior methods. Please check our website for more details: this https URL.","Fri, 19 Jan 2024 18:59:11 UTC (5,760 KB)"
"145","In vivo exposure of the bladder using a non-invasive high intensity focused ultrasound toroidal transducer","Victor Delattre (LabTAU), Sophie Cambronero (LabTAU), Yao Chen (LabTAU), Gail Ter Haar, Ian Rivens, Gerry Polton, Cyril Lafon (LabTAU), David Melodelima (LabTAU)","Medical Physics (physics.med-ph)","A toroidal high-intensity focused ultrasound (HIFU) transducer was used to expose normal bladder wall tissues non-invasively in vivo in a porcine model in order to investigate the potential to treat bladder tumors. The transducer was divided into 32 concentric rings with equal surface areas, operating at 2.5 MHz. Eight animals were split into two groups of 4. In the first group, post-mortem evaluation was performed immediately after ultrasound exposure. In the second group, animals survived for up to seven days before post-mortem evaluation. The ultrasound imaging guided HIFU device was hand-held during the procedure using optical tracking to ensure correct targeting. One thermal lesion in each animal was created using a 40 s exposure at 80 acoustic Watts (free-field) in the trigone region of the bladder wall. The average ($\pm$Standard Deviation) abdominal wall and bladder wall thicknesses were 10.3 $\pm$ 1.4 mm and 1.1 $\pm$ 0.4 mm respectively. The longest and shortest axes of the HIFU ablations were 7.7 $\pm$ 2.9 mm and 6.0 $\pm$ 1.8 mm, respectively, resulting in an ablation of the whole thickness of the bladder wall in most cases. Ablation were performed at an average depth (distance from the skin surface to the centre of the HIFU lesion) of 42.5 $\pm$ 3.8 mm and extended throughout the thickness of the bladder. There were two cases of injury to tissues immediately adjacent to the bladder wall but without signs of perforation, as confirmed by histological analysis. Non-invasive HIFU ablation using a hand-held toroidal transducer was successfully performed to destroy regions of the bladder wall in vivo.","Fri, 19 Jan 2024 09:36:25 UTC (548 KB)"
"146","Revolutionizing Pharma: Unveiling the AI and LLM Trends in the Pharmaceutical Industry","Yu Han, Jingwen Tao","Computers and Society (cs.CY)","This document offers a critical overview of the emerging trends and significant advancements in artificial intelligence (AI) within the pharmaceutical industry. Detailing its application across key operational areas, including research and development, animal testing, clinical trials, hospital clinical stages, production, regulatory affairs, quality control and other supporting areas, the paper categorically examines AI's role in each sector. Special emphasis is placed on cutting-edge AI technologies like machine learning algorithms and their contributions to various aspects of pharmaceutical operations. Through this comprehensive analysis, the paper highlights the transformative potential of AI in reshaping the pharmaceutical industry's future.","Fri, 5 Jan 2024 04:01:09 UTC (1,014 KB)[v2] Mon, 22 Jan 2024 04:47:20 UTC (1,011 KB)"
"147","Solving the $106$ years old $3^k$ points problem with the clockwise-algorithm","Marco Ripà","General Mathematics (math.GM)","In this paper, we present the clockwise-algorithm that solves the extension in $k$-dimensions of the infamous nine-dot problem, the well-known two-dimensional thinking outside the box puzzle. We describe a general strategy that constructively produces minimum length covering trails, for any $k \in \mathbb{N}-\{0\}$, solving the NP-complete $(3 \times 3 \times \cdots \times 3)$-point problem inside $3 \times 3 \times \cdots \times 3$ hypercubes. In particular, using our algorithm, we explicitly draw different covering trails of minimal length $h(k)=\frac{3^k-1}{2}$, for $k=3, 4, 5$. Furthermore, we conjecture that, for every $k \geq 1$, it is possible to solve the $3^k$-point problem with $h(k)$ lines starting from any of the $3^k$ nodes, except from the central one. Finally, we cover a $3 \times 3 \times 3$ grid with a tree of size $12$.","Sun, 14 Jan 2024 16:51:21 UTC (1,909 KB)"
